handle,page_id,year,total_posts,total_likes,total_shares,total_comments
deutscheminderheitinoppeln,2681842,2020,602,11877,2437,937
deutscheminderheitinoppeln,2681842,2021,359,7563,1386,651
diegruenenwien,435967,2012,664,6450,1276,2103
diegruenenwien,435967,2013,851,11133,1973,1570
diegruenenwien,435967,2014,898,21275,2268,1889
diegruenenwien,435967,2015,817,70283,8015,9014
diegruenenwien,435967,2016,606,59454,6644,5717
diegruenenwien,435967,2017,668,36254,4339,4754
diegruenenwien,435967,2018,746,41980,12300,8548
diegruenenwien,435967,2019,1196,102857,16820,11792
diegruenenwien,435967,2020,2193,220148,23242,41032
diepartei,519717,2012,193,37248,4041,2376
diepartei,519717,2013,309,118483,11206,5921
diepartei,519717,2014,311,205720,14489,11875
diepartei,519717,2015,216,203321,13769,11587
diepartei,519717,2016,239,314139,13891,15513
diepartei,519717,2017,508,628578,27486,45492
diepartei,519717,2018,525,466181,54921,30615
diepartei,519717,2019,751,716390,88477,51925
diepartei,519717,2020,994,1080403,108350,62148
dimiourgiaxana,12065213,2012,450,68685,16685,10553
dimiourgiaxana,12065213,2013,282,11929,3209,893
dimiourgiaxana,12065213,2014,565,67200,13771,3123
dimiourgiaxana,12065213,2015,567,91723,24902,4129
dimiourgiaxana,12065213,2016,17,3439,755,99
dimiourgiaxana,12065213,2017,197,24939,3903,2238
dimiourgiaxana,12065213,2018,199,14216,2295,1953
dimiourgiaxana,12065213,2019,190,33229,4625,2635
dimiourgiaxana,12065213,2020,893,172546,17823,9547
dimokratikiaristera,11959521,2012,487,3253,1325,1010
dimokratikiaristera,11959521,2013,595,1181,616,254
dimokratikiaristera,11959521,2014,416,1044,378,103
dimokratikiaristera,11959521,2015,129,572,167,49
dimokratikiaristera,11959521,2016,155,439,55,30
dimokratikiaristera,11959521,2017,96,150,29,1
dimokratikiaristera,11959521,2018,77,166,26,10
dimokratikiaristera,11959521,2019,3,19,1,5
directdemocracyireland,342782,2012,115,929,267,274
directdemocracyireland,342782,2013,498,24967,10334,6849
directdemocracyireland,342782,2014,524,44143,25498,7912
directdemocracyireland,342782,2015,391,24922,14054,3819
directdemocracyireland,342782,2016,430,16404,11109,3424
directdemocracyireland,342782,2017,251,3210,479,754
directdemocracyireland,342782,2018,201,3224,1983,826
directdemocracyireland,342782,2019,266,4325,3211,1412
directdemocracyireland,342782,2020,119,2005,1530,1255
dk365,408746,2012,3169,237231,68395,35819
dk365,408746,2013,2976,880845,237455,88351
dk365,408746,2014,2650,692928,155534,55634
dk365,408746,2015,3354,575998,193673,34358
dk365,408746,2016,3027,699222,264414,46022
dk365,408746,2017,2196,391551,240033,47020
dk365,408746,2018,1777,622362,427379,117630
dk365,408746,2019,1810,1097769,489750,184632
dk365,408746,2020,2255,2316614,1076599,332497
dlf.officiel,1991663,2015,5,17,0,0
dlf.officiel,1991663,2016,257,6608,5768,560
dlf.officiel,1991663,2017,298,11700,9873,1672
dlf.officiel,1991663,2018,467,30866,30374,5878
dlf.officiel,1991663,2019,657,24025,32650,5292
dlf.officiel,1991663,2020,350,58116,97396,17313
dobradrzava,3250357,2017,102,676,140,59
dobradrzava,3250357,2018,298,9564,4226,1556
dobradrzava,3250357,2019,282,6693,2789,1215
dobradrzava,3250357,2020,289,8649,3075,1211
dobradrzava,3250357,2021,142,3298,1119,321
domovinskaliga,7179648,2019,240,27795,7207,5138
domovinskaliga,7179648,2020,217,19403,12001,5666
dps15.plewen,12065201,2017,9,42,0,4
drasos.kelias.partija,12923515,2013,19,35,59,0
drasos.kelias.partija,12923515,2014,16,61,93,12
drasos.kelias.partija,12923515,2016,156,1480,1142,202
drasos.kelias.partija,12923515,2017,13,178,143,37
drasos.kelias.partija,12923515,2018,247,2852,1898,371
drasos.kelias.partija,12923515,2019,308,5671,10070,876
drasos.kelias.partija,12923515,2020,107,20346,11781,3078
drasos.kelias.partija,12923515,2021,27,1575,293,316
drassi.gr,459201,2009,180,691,0,193
drassi.gr,459201,2010,247,2070,1,275
drassi.gr,459201,2011,344,3660,331,341
drassi.gr,459201,2012,565,17342,5437,1868
drassi.gr,459201,2013,674,16746,5328,1084
drassi.gr,459201,2014,553,26799,5423,1182
drassi.gr,459201,2015,283,26198,4760,1046
drassi.gr,459201,2016,338,20469,4041,578
drassi.gr,459201,2017,244,7080,3651,235
drassi.gr,459201,2018,160,2609,1757,140
drassi.gr,459201,2019,27,702,358,250
drassi.gr,459201,2020,1,3,0,0
drzavljanska.lista,9985645,2012,340,4137,327,757
drzavljanska.lista,9985645,2013,479,3968,384,1084
drzavljanska.lista,9985645,2014,397,5658,771,911
dsb.bg,7052408,2010,39,262,0,28
dsb.bg,7052408,2011,352,7208,263,414
dsb.bg,7052408,2012,536,21827,3269,1318
dsb.bg,7052408,2013,248,52820,11400,7063
dsb.bg,7052408,2014,220,18067,1697,934
dsb.bg,7052408,2015,909,48918,7054,2907
dsb.bg,7052408,2016,717,84335,14235,11377
dsb.bg,7052408,2017,640,51839,9011,4462
dsb.bg,7052408,2018,730,44035,19090,7132
dsb.bg,7052408,2019,954,96403,17911,9596
dsb.bg,7052408,2020,562,110390,23330,11827
dsb.bg,7052408,2021,562,67184,11922,6492
dsb.bg,7052408,2022,137,14550,2484,2119
dsss.cz,10331648,2011,16,200,23,195
dsss.cz,10331648,2012,481,8315,1985,3401
dsss.cz,10331648,2013,426,17649,8309,4460
dsss.cz,10331648,2014,407,20585,7237,3719
dsss.cz,10331648,2015,412,34681,14868,4977
dsss.cz,10331648,2016,482,41078,16936,4469
dsss.cz,10331648,2017,309,19945,5448,2546
dsss.cz,10331648,2018,273,10349,3563,1224
dsss.cz,10331648,2019,221,6635,3573,751
dsss.cz,10331648,2020,328,13415,2884,1932
dsss.cz,10331648,2021,169,7918,1770,975
eajpnv,303499,2010,93,290,0,28
eajpnv,303499,2011,550,5098,313,301
eajpnv,303499,2012,454,7509,1037,351
eajpnv,303499,2013,553,12871,1249,404
eajpnv,303499,2014,824,36416,4120,1019
eajpnv,303499,2015,1381,52804,10521,1624
eajpnv,303499,2016,1942,71371,26705,3534
eajpnv,303499,2017,1179,69540,64371,5221
eajpnv,303499,2018,1036,17423,9139,3482
eajpnv,303499,2019,2382,89800,55314,16948
eajpnv,303499,2020,3941,120856,43264,11350
eajpnv,303499,2021,1618,25823,8317,1505
ealkartasuna,12045719,2017,61,431,191,4
ealkartasuna,12045719,2018,425,1791,1036,35
ealkartasuna,12045719,2019,368,1753,947,38
ealkartasuna,12045719,2020,364,1454,977,11
ealkartasuna,12045719,2021,190,763,455,9
ecolo,350395,2011,166,526,116,64
ecolo,350395,2012,334,2838,2626,260
ecolo,350395,2013,361,4955,3352,577
ecolo,350395,2014,424,14843,6691,1243
ecolo,350395,2015,486,22404,9927,1594
ecolo,350395,2016,668,31402,25901,3819
ecolo,350395,2017,562,46971,37676,9469
ecolo,350395,2018,430,50657,36509,6987
ecolo,350395,2019,429,79406,39937,15759
ecolo,350395,2020,551,96350,31589,23116
ecolo,350395,2021,81,10881,2343,5456
eduschweiz,12022652,2010,28,84,0,7
eduschweiz,12022652,2011,203,967,29,301
eduschweiz,12022652,2012,167,785,67,79
eduschweiz,12022652,2013,59,424,45,63
eduschweiz,12022652,2014,104,1056,145,180
eduschweiz,12022652,2015,317,4388,815,534
eduschweiz,12022652,2016,175,2200,301,322
eduschweiz,12022652,2017,75,678,152,135
eduschweiz,12022652,2018,135,2600,599,252
eduschweiz,12022652,2019,237,5275,1299,924
eduschweiz,12022652,2020,194,5406,1430,754
eduschweiz,12022652,2021,82,2288,487,631
eek.trotskistes,12065207,2014,521,2091,2313,52
eek.trotskistes,12065207,2015,593,5513,4003,98
eek.trotskistes,12065207,2016,426,4273,1881,52
eek.trotskistes,12065207,2017,355,3677,1604,60
eek.trotskistes,12065207,2018,202,2649,918,18
eek.trotskistes,12065207,2019,61,1023,251,6
eek.trotskistes,12065207,2020,172,1570,530,4
eelv.fr,640524,2012,85,3683,1413,664
eelv.fr,640524,2013,195,6359,2755,978
eelv.fr,640524,2014,36,1865,519,475
eelv.fr,640524,2015,121,13614,8179,1664
eelv.fr,640524,2016,175,13840,8516,2142
eelv.fr,640524,2017,266,9850,4863,2042
eelv.fr,640524,2018,296,9429,7131,1588
eelv.fr,640524,2019,803,58614,56192,17232
eelv.fr,640524,2020,296,31267,22606,14049
eesti200erakond,4497308,2018,167,2313,279,852
eesti200erakond,4497308,2019,165,5949,1182,991
eesti200erakond,4497308,2020,141,6290,546,708
eesti200erakond,4497308,2021,406,14168,1225,1424
eesti200erakond,4497308,2022,114,2982,193,114
eestikeskerakond,457439,2013,7,2,2,0
eestikeskerakond,457439,2016,8,0,0,0
ehbildu,472569,2012,929,24571,10868,906
ehbildu,472569,2013,1272,30177,12737,865
ehbildu,472569,2014,1018,28711,15029,685
ehbildu,472569,2015,1530,76588,36716,2112
ehbildu,472569,2016,1926,100598,53215,2626
ehbildu,472569,2017,666,72403,76389,12180
ehbildu,472569,2018,358,27901,25195,2996
ehbildu,472569,2019,1657,92425,40924,6522
ehbildu,472569,2020,2581,290771,109900,50191
ekd,16511470,2011,24,49,0,2
ekd,16511470,2012,1,3,0,0
ekd,16511470,2013,1,1,0,0
ekd,16511470,2016,1,1,1,0
elladaoallosdromos,7317452,2018,58,919,67,7
elladaoallosdromos,7317452,2020,40,198,9,4
ellinikilisi,8375446,2016,583,29013,5001,1292
ellinikilisi,8375446,2017,587,59010,8306,1925
ellinikilisi,8375446,2018,586,52627,12100,2260
ellinikilisi,8375446,2019,1729,195597,28813,11160
ellinikilisi,8375446,2020,7571,787180,125016,44130
elpce,472620,2011,5,62,28,4
elpce,472620,2012,184,2849,1587,126
elpce,472620,2013,21,840,471,20
elpce,472620,2014,131,6003,2792,138
elpce,472620,2015,287,13865,6187,296
elpce,472620,2016,335,17948,11811,466
elpce,472620,2017,364,14825,7538,855
elpce,472620,2018,362,20422,25232,1100
elpce,472620,2019,403,43916,31137,3619
elpce,472620,2020,467,153422,80457,27509
elpce,472620,2021,236,78231,31654,6524
elurikkuseerakond,4497329,2018,233,5094,1216,993
elurikkuseerakond,4497329,2019,717,24775,9225,2789
elurikkuseerakond,4497329,2020,386,11916,2652,668
emanuele.esposito.3939503,12065163,2014,26,0,0,0
emanuele.esposito.3939503,12065163,2015,1,0,0,1
encomupodem,3147592,2015,151,17377,6780,702
encomupodem,3147592,2016,380,32589,13523,3333
encomupodem,3147592,2017,429,23294,15179,2756
encomupodem,3147592,2018,897,22196,16630,1600
encomupodem,3147592,2019,1035,58643,36554,9906
encomupodem,3147592,2020,1202,239067,150720,47963
encomupodem,3147592,2021,771,186579,90515,36588
enhedslisten,676323,2012,221,51666,4124,9320
enhedslisten,676323,2013,186,68669,5052,10093
enhedslisten,676323,2014,164,43126,5531,6157
enhedslisten,676323,2015,433,378624,143280,36742
enhedslisten,676323,2016,626,385413,148357,55515
enhedslisten,676323,2017,623,298303,69637,52456
enhedslisten,676323,2018,462,219979,72671,34809
enhedslisten,676323,2019,487,291612,45580,48554
enhedslisten,676323,2020,898,369459,37156,114740
enmarche,951153,2016,337,172291,39182,41662
enmarche,951153,2017,1302,1006602,321952,271015
enmarche,951153,2018,727,338463,161810,185856
enmarche,951153,2019,1128,223746,77479,148345
enmarche,951153,2020,1379,291706,89062,299727
enmareagal,4587735,2015,181,21349,7966,968
enmareagal,4587735,2016,549,42850,21136,2724
enmareagal,4587735,2017,594,22107,16439,1839
enmareagal,4587735,2018,943,14333,8374,1297
enmareagal,4587735,2019,865,22257,9883,2607
enmareagal,4587735,2020,304,8516,4405,890
enosikentroon.vasilisleventis,1446549,2013,87,482,351,80
enosikentroon.vasilisleventis,1446549,2014,1043,23183,9651,1677
enosikentroon.vasilisleventis,1446549,2015,1328,187015,21925,10668
enosikentroon.vasilisleventis,1446549,2016,1716,31175,3247,2353
enosikentroon.vasilisleventis,1446549,2017,1293,15580,1247,444
enosikentroon.vasilisleventis,1446549,2018,1127,11897,1274,510
enosikentroon.vasilisleventis,1446549,2019,1184,23505,2984,1232
enosikentroon.vasilisleventis,1446549,2020,77,1669,310,66
esquerda.net,3733779,2012,449,15578,14584,1375
esquerda.net,3733779,2013,337,15379,14592,1510
esquerda.net,3733779,2014,328,6671,7057,424
esquerda.net,3733779,2015,424,37417,46480,2363
esquerda.net,3733779,2016,564,34975,51044,4031
esquerda.net,3733779,2017,582,19882,10638,2663
esquerda.net,3733779,2018,3164,71171,71075,16766
esquerda.net,3733779,2019,5449,248440,151538,45485
esquerda.net,3733779,2020,10159,734080,376049,163104
esquerra.erc,303493,2012,826,16917,6926,1692
esquerra.erc,303493,2013,822,39220,11492,2343
esquerra.erc,303493,2014,455,171919,32844,7767
esquerra.erc,303493,2015,1035,1120114,253879,60959
esquerra.erc,303493,2016,1120,929504,281063,71323
esquerra.erc,303493,2017,1498,1180969,554778,187927
esquerra.erc,303493,2018,1363,645958,479790,146541
esquerra.erc,303493,2019,1282,574646,270147,112324
esquerra.erc,303493,2020,1593,517123,141882,168837
europaanders,12065196,2014,321,21127,5112,2366
europaverde.verdi,7049956,2011,552,3954,1021,376
europaverde.verdi,7049956,2012,473,5732,3501,499
europaverde.verdi,7049956,2013,254,3305,2359,310
europaverde.verdi,7049956,2014,334,4967,1466,258
europaverde.verdi,7049956,2015,428,8209,3591,278
europaverde.verdi,7049956,2016,388,7559,5933,393
europaverde.verdi,7049956,2017,517,12542,8346,1774
europaverde.verdi,7049956,2018,568,30314,17242,3840
europaverde.verdi,7049956,2019,3604,316493,224925,18892
europaverde.verdi,7049956,2020,3127,265984,122501,15438
europaverde.verdi,7049956,2021,894,113331,37857,10501
evppev,477247,2012,25,146,21,14
evppev,477247,2013,22,145,25,22
evppev,477247,2014,72,1209,130,303
evppev,477247,2015,109,3852,1051,402
evppev,477247,2016,182,1765,334,140
evppev,477247,2017,112,1975,300,112
evppev,477247,2018,137,3815,730,776
evppev,477247,2019,221,11455,1607,2333
evppev,477247,2020,307,5404,1112,278
extremaduraunida,16511465,2014,81,71,21,3
extremaduraunida,16511465,2015,82,550,253,26
extremaduraunida,16511465,2016,124,162,72,5
extremaduraunida,16511465,2017,113,178,100,27
extremaduraunida,16511465,2018,113,225,218,28
extremaduraunida,16511465,2019,125,643,471,276
extremaduraunida,16511465,2020,36,159,202,18
extremaduraunida,16511465,2021,12,22,53,6
famigliapensionati,14473602,2014,19,27,34,3
famigliapensionati,14473602,2015,107,291,340,43
famigliapensionati,14473602,2016,106,368,183,23
famigliapensionati,14473602,2017,206,835,770,67
famigliapensionati,14473602,2018,209,777,1303,126
famigliapensionati,14473602,2019,284,631,586,133
famigliapensionati,14473602,2020,2,4,7,4
famigliapensionati,14473602,2021,1,0,0,0
familienparteideutschlands,8375449,2013,127,236,99,70
familienparteideutschlands,8375449,2014,294,7289,1815,1332
familienparteideutschlands,8375449,2015,192,3653,946,839
familienparteideutschlands,8375449,2016,494,5383,1679,1537
familienparteideutschlands,8375449,2017,451,3413,1029,1079
familienparteideutschlands,8375449,2018,277,1754,1738,420
familienparteideutschlands,8375449,2019,441,4235,4603,792
familienparteideutschlands,8375449,2020,556,2880,1821,1020
familienparteideutschlands,8375449,2021,32,99,15,11
fdi.paginaufficiale,385815,2012,35,915,205,89
fdi.paginaufficiale,385815,2013,1416,95284,37430,8084
fdi.paginaufficiale,385815,2014,1639,401314,88771,23771
fdi.paginaufficiale,385815,2015,2002,1403941,314636,118616
fdi.paginaufficiale,385815,2016,1809,598989,130001,56722
fdi.paginaufficiale,385815,2017,1836,275172,60669,24286
fdi.paginaufficiale,385815,2018,3677,923259,237554,96788
fdi.paginaufficiale,385815,2019,1854,1929520,703081,233246
fdi.paginaufficiale,385815,2020,3290,5974356,2089082,853181
fdp,339071,2009,21,525,0,254
fdp,339071,2010,270,6447,2,3860
fdp,339071,2011,412,10530,487,8084
fdp,339071,2012,404,14238,1950,8190
fdp,339071,2013,441,40631,4414,20942
fdp,339071,2014,622,86023,9855,14371
fdp,339071,2015,756,136600,23904,20149
fdp,339071,2016,789,236558,40533,30245
fdp,339071,2017,916,769509,108200,128813
fdp,339071,2018,711,343387,61371,87494
fdp,339071,2019,801,367980,54670,88615
fdp,339071,2020,640,260766,33388,74385
fdp,339071,2021,680,502119,71091,120101
fdp,339071,2022,140,51255,6352,56236
fdp.dieliberalen,470915,2009,98,219,0,31
fdp.dieliberalen,470915,2010,113,892,0,115
fdp.dieliberalen,470915,2011,177,1659,27,384
fdp.dieliberalen,470915,2012,116,2899,367,481
fdp.dieliberalen,470915,2013,48,1153,114,196
fdp.dieliberalen,470915,2014,204,6348,832,889
fdp.dieliberalen,470915,2015,215,16849,2254,906
fdp.dieliberalen,470915,2016,247,14562,2871,1821
fdp.dieliberalen,470915,2017,202,9928,1219,1559
fdp.dieliberalen,470915,2018,557,19737,2711,3484
fdp.dieliberalen,470915,2019,826,44113,5822,8266
fdp.dieliberalen,470915,2020,771,41906,5468,10886
fdp.dieliberalen,470915,2021,256,11378,1582,12337
feministisktinitiativ,136538,2012,167,7436,1061,337
feministisktinitiativ,136538,2013,321,39480,3052,1570
feministisktinitiativ,136538,2014,774,681417,61772,32253
feministisktinitiativ,136538,2015,513,214824,17920,13083
feministisktinitiativ,136538,2016,357,117557,28909,9527
feministisktinitiativ,136538,2017,322,66890,9062,9195
feministisktinitiativ,136538,2018,834,127915,22103,16157
feministisktinitiativ,136538,2019,541,60032,9802,11688
feministisktinitiativ,136538,2020,526,74357,8952,13763
fermareildeclino,12799684,2012,420,83067,41139,14889
fermareildeclino,12799684,2013,312,102788,46277,19124
fermareildeclino,12799684,2014,152,11916,4963,2265
fermareildeclino,12799684,2016,1,163,20,66
fiannafail,428421,2012,309,3524,803,1027
fiannafail,428421,2013,155,3757,857,1020
fiannafail,428421,2014,89,5446,1225,1194
fiannafail,428421,2015,477,31269,11316,4760
fiannafail,428421,2016,499,62809,15817,18279
fiannafail,428421,2017,495,30726,7655,18372
fiannafail,428421,2018,744,16116,7037,8262
fiannafail,428421,2019,319,16621,5512,12936
fiannafail,428421,2020,962,123927,24416,102617
fideszhu,376949,2009,22,135,1,39
fideszhu,376949,2010,60,8164,14,1729
fideszhu,376949,2011,13,3686,54,3328
fideszhu,376949,2012,35,5942,1189,1734
fideszhu,376949,2013,492,458925,61357,66423
fideszhu,376949,2014,963,1777595,164477,217106
fideszhu,376949,2015,828,1171284,131057,128058
fideszhu,376949,2016,702,750062,74434,102444
fideszhu,376949,2017,969,703048,173841,104106
fideszhu,376949,2018,1032,1840757,756621,147912
fideszhu,376949,2019,1152,2383987,594058,176711
fideszhu,376949,2020,3659,6921929,1831458,315046
fideszhu,376949,2021,1930,3005303,551018,176068
finegael,423894,2012,201,2881,466,3468
finegael,423894,2013,167,3348,547,3529
finegael,423894,2014,56,3833,538,1963
finegael,423894,2015,112,44374,14667,13542
finegael,423894,2016,275,45436,10355,29845
finegael,423894,2017,295,61044,17336,51894
finegael,423894,2018,138,14458,3744,20575
finegael,423894,2019,95,11332,2632,13040
finegael,423894,2020,546,145339,29480,106303
fkgp,11959526,2019,20,90,16,9
fkgp,11959526,2020,39,289,65,52
fkgp,11959526,2021,29,199,44,23
folkebevaegelsenmodeu,6329004,2012,269,5965,848,697
folkebevaegelsenmodeu,6329004,2013,457,17978,2512,1979
folkebevaegelsenmodeu,6329004,2014,345,35785,7500,2982
folkebevaegelsenmodeu,6329004,2015,361,47062,12420,4138
folkebevaegelsenmodeu,6329004,2016,401,57055,18082,9021
folkebevaegelsenmodeu,6329004,2017,266,39239,22405,10228
folkebevaegelsenmodeu,6329004,2018,228,34596,18275,7202
folkebevaegelsenmodeu,6329004,2019,432,72828,31361,14410
folkebevaegelsenmodeu,6329004,2020,722,161939,66903,39916
fortacivica,16511634,2012,169,4397,1314,396
fortacivica,16511634,2013,334,11710,5092,597
fortacivica,16511634,2014,348,15394,2158,1145
fortacivica,16511634,2017,3,39,0,0
fortacivica,16511634,2019,46,98,45,28
fortacivica,16511634,2020,68,22,7,24
forumvoordemocratie,1629327,2015,187,16412,7676,4755
forumvoordemocratie,1629327,2016,537,225441,113730,105466
forumvoordemocratie,1629327,2017,693,1195618,240758,410693
forumvoordemocratie,1629327,2018,431,589691,157028,247147
forumvoordemocratie,1629327,2019,692,1121065,274399,443266
forumvoordemocratie,1629327,2020,1896,2423322,769335,1204263
forzaitaliaufficiale,386665,2013,295,53137,5433,9887
forzaitaliaufficiale,386665,2014,1432,512759,52255,51755
forzaitaliaufficiale,386665,2015,590,338441,48537,36063
forzaitaliaufficiale,386665,2016,715,369750,85273,34743
forzaitaliaufficiale,386665,2017,330,190615,49475,21606
forzaitaliaufficiale,386665,2018,1991,569993,181063,240512
forzaitaliaufficiale,386665,2019,2846,693597,229919,272858
forzaitaliaufficiale,386665,2020,2949,1352601,379840,332992
fpoe,1182478,2012,27,248,277,54
fpoe,1182478,2013,434,26327,4370,1750
fpoe,1182478,2014,232,29415,3582,2309
fpoe,1182478,2015,174,44755,37756,5894
fpoe,1182478,2016,681,286056,111113,34253
fpoe,1182478,2017,959,276410,97567,33506
fpoe,1182478,2018,1307,522154,164952,87150
fpoe,1182478,2019,1660,1026575,270714,221033
fpoe,1182478,2020,2647,1856004,919697,504837
freie.waehler.bundesvereinigung,1559750,2013,263,3045,1131,355
freie.waehler.bundesvereinigung,1559750,2014,282,2233,645,281
freie.waehler.bundesvereinigung,1559750,2015,184,1421,530,233
freie.waehler.bundesvereinigung,1559750,2016,298,133989,30281,17112
freie.waehler.bundesvereinigung,1559750,2017,372,84694,32413,13232
freie.waehler.bundesvereinigung,1559750,2018,206,15319,7613,3736
freie.waehler.bundesvereinigung,1559750,2019,348,28520,10751,6624
freie.waehler.bundesvereinigung,1559750,2020,828,77462,32044,25288
fremskridtspartiet,6410829,2013,41,61,14,4
fremskridtspartiet,6410829,2014,17,29,5,14
fremskridtspartiet,6410829,2015,23,310,58,96
fremskridtspartiet,6410829,2016,3,23,2,8
fremskrittspartiet,859497,2012,318,71630,6273,8543
fremskrittspartiet,859497,2013,207,147252,14163,13954
fremskrittspartiet,859497,2014,250,324530,20185,40416
fremskrittspartiet,859497,2015,383,586858,48097,61663
fremskrittspartiet,859497,2016,586,1018298,214484,72985
fremskrittspartiet,859497,2017,756,1915572,234576,171204
fremskrittspartiet,859497,2018,687,694280,81505,107154
fremskrittspartiet,859497,2019,716,801982,87632,166806
fremskrittspartiet,859497,2020,886,1127238,94984,137786
gandrai,7530926,2012,120,701,229,59
gandrai,7530926,2013,156,1122,405,91
gandrai,7530926,2014,151,3208,759,120
gandrai,7530926,2015,385,13341,4533,841
gandrai,7530926,2016,543,63524,7513,6415
gandrai,7530926,2017,580,47662,7930,9234
gandrai,7530926,2018,428,26799,10788,6540
gandrai,7530926,2019,507,54602,10767,14608
gandrai,7530926,2020,924,209296,33117,97596
generationslemvt,6150682,2017,158,22660,10499,2429
generationslemvt,6150682,2018,372,64722,93131,10865
generationslemvt,6150682,2019,451,54010,31921,9931
generationslemvt,6150682,2020,318,38733,20416,5678
generationslemvt,6150682,2021,72,7755,5382,2106
giltoesterreich,2307239,2017,309,52681,28378,11804
giltoesterreich,2307239,2018,22,2757,914,475
giltoesterreich,2307239,2019,318,21494,9720,3228
giltoesterreich,2307239,2020,71,1978,583,195
giltoesterreich,2307239,2021,2,29,12,1
glas.cla,6108291,2017,170,4584,1018,243
glas.cla,6108291,2018,400,49135,5464,9386
glas.cla,6108291,2019,452,64023,6202,9729
glas.cla,6108291,2020,514,34742,3566,5096
glas.cla,6108291,2021,196,4100,414,383
grajdanini,12065202,2013,21,2,0,0
grajdanini,12065202,2014,72,1,0,6
grajdanini,12065202,2015,587,186,7,8
grajdanini,12065202,2016,600,320,26,1
grajdanini,12065202,2017,203,60,0,3
greenparty,1292696,2013,20,33,9,1
greenparty,1292696,2014,439,6152,1442,435
greenparty,1292696,2015,458,11415,2286,622
greenparty,1292696,2016,201,10660,2479,693
greenparty,1292696,2017,576,31093,5362,1897
greenparty,1292696,2018,436,13478,2805,1412
greenparty,1292696,2019,509,37840,7193,2445
greenparty,1292696,2020,472,15383,3382,856
greenparty,1292696,2021,214,3934,774,190
greenpartyireland,675436,2012,220,767,290,164
greenpartyireland,675436,2013,371,2847,751,376
greenpartyireland,675436,2014,293,6126,1533,730
greenpartyireland,675436,2015,315,9871,7043,995
greenpartyireland,675436,2016,386,28562,6400,2173
greenpartyireland,675436,2017,346,31472,7125,2424
greenpartyireland,675436,2018,204,13551,5998,2233
greenpartyireland,675436,2019,350,21908,7213,3140
greenpartyireland,675436,2020,918,58559,12258,17508
groen.be,306078,2012,479,19290,6192,2118
groen.be,306078,2013,600,28246,9060,3891
groen.be,306078,2014,800,120250,22262,10553
groen.be,306078,2015,1082,224504,45782,19538
groen.be,306078,2016,1105,315818,107092,37249
groen.be,306078,2017,821,179323,43889,29751
groen.be,306078,2018,585,188852,74955,46095
groen.be,306078,2019,723,276347,59150,81464
groen.be,306078,2020,1220,587753,117907,182285
groenlinks,672212,2012,400,18068,5275,4562
groenlinks,672212,2013,213,12877,3830,1853
groenlinks,672212,2014,166,15278,5687,2604
groenlinks,672212,2015,245,30836,7751,5093
groenlinks,672212,2016,295,60618,15633,14737
groenlinks,672212,2017,211,187871,35306,52164
groenlinks,672212,2018,116,48103,11526,13353
groenlinks,672212,2019,161,63058,15500,53768
groenlinks,672212,2020,307,113081,22902,58407
gruenech,472149,2012,103,537,147,39
gruenech,472149,2013,239,1336,304,77
gruenech,472149,2014,161,2024,480,213
gruenech,472149,2015,528,12768,2720,786
gruenech,472149,2016,430,10166,1498,523
gruenech,472149,2017,311,8010,1508,1071
gruenech,472149,2018,250,11970,2468,2267
gruenech,472149,2019,496,39289,6775,6460
gruenech,472149,2020,878,66628,14638,7057
grunliberale,490670,2010,7,41,0,12
grunliberale,490670,2011,88,1364,28,149
grunliberale,490670,2012,75,556,60,52
grunliberale,490670,2013,52,767,143,60
grunliberale,490670,2014,108,2772,404,373
grunliberale,490670,2015,280,7934,1837,768
grunliberale,490670,2016,245,8209,2014,719
grunliberale,490670,2017,246,5987,1051,324
grunliberale,490670,2018,336,10974,1885,2139
grunliberale,490670,2019,414,19930,3349,3415
grunliberale,490670,2020,278,10293,1572,931
grunliberale,490670,2021,216,4467,902,479
hdssb.hr,8375454,2009,45,205,0,31
hdssb.hr,8375454,2010,165,1859,2,236
hdssb.hr,8375454,2011,331,10080,235,736
hdssb.hr,8375454,2012,360,12421,1488,869
hdssb.hr,8375454,2013,114,6219,476,515
hdssb.hr,8375454,2014,153,8335,789,364
hdssb.hr,8375454,2015,369,36908,2541,884
hdssb.hr,8375454,2016,151,14553,2389,639
hdssb.hr,8375454,2017,33,1519,225,64
hdssb.hr,8375454,2018,37,976,62,67
hdssb.hr,8375454,2019,29,518,41,30
hdssb.hr,8375454,2020,25,650,27,36
hdssb.hr,8375454,2021,66,2112,111,561
hdz1989,6108331,2013,86,5255,199,114
hdz1989,6108331,2014,460,50191,2933,1143
hdz1989,6108331,2015,530,124020,7838,9158
hdz1989,6108331,2016,499,139230,7326,15261
hdz1989,6108331,2017,549,100705,4738,18758
hdz1989,6108331,2018,682,49137,4055,11347
hdz1989,6108331,2019,1587,343423,23009,56163
hdz1989,6108331,2020,2579,1180744,68047,202615
hns.hr,449330,2012,384,2474,260,210
hns.hr,449330,2013,523,6630,897,288
hns.hr,449330,2014,447,11196,927,572
hns.hr,449330,2015,590,29815,2885,873
hns.hr,449330,2016,669,41989,6164,1760
hns.hr,449330,2017,452,36875,5274,7436
hns.hr,449330,2018,510,42423,10852,8948
hns.hr,449330,2019,441,36817,8297,5993
hns.hr,449330,2020,867,55787,11433,10573
hnutiesmerodina,2168416,2015,70,34766,9306,3458
