partyfacts_id,parlgov_id,country,handle,facebook_id,year,total_posts,total_likes,total_shares,total_comments,twitter_handle,author_id,total_tweets,total_likes_tw,total_retweets,total_replies,total_tweets_rt,mean_vote_share,mean_seats,seats_total,cabinet_party_max,prime_minister_max,left_right,populist,farright,farleft,poppa_populism_mean,gps_populism,...1,gdp,pop,unemp,everyday_social_networks_imputed,election_year,keep
223,2,CZE,NA,NA,2009,NA,NA,NA,NA,top09cz,46538880,15,2,0,0,NA,0,0,0,0,0,7.4,0,0,0,0.70751387,2.59259259,61,27662.3,10491492,6.8,14.201870311489,0,1
223,2,CZE,NA,NA,2010,NA,NA,NA,NA,top09cz,46538880,577,149,238,0,41,16.7,38,200,1,0,7.4,0,0,0,0.70751387,2.59259259,62,27787,10517247,7.4,9.8,1,1
223,2,CZE,NA,NA,2011,NA,NA,NA,NA,top09cz,46538880,864,106,338,207,66,16.7,38,200,1,0,7.4,0,0,0,0.70751387,2.59259259,63,28999.8,10496672,6.8,18,0,1
223,2,CZE,top09cz,414108,2012,95,6587,1218,3453,top09cz,46538880,257,65,177,189,12,16.7,38,200,1,0,7.4,0,0,0,0.70751387,2.59259259,64,29258.9,10509286,7,20.7,0,2
223,2,CZE,top09cz,414108,2013,342,80821,12580,25647,top09cz,46538880,280,379,577,420,93,11.99,21,200,0,0,7.4,0,0,0,0.70751387,2.59259259,65,30828.5,10510719,7,23.4,1,2
223,2,CZE,top09cz,414108,2014,339,101190,8993,29586,top09cz,46538880,292,982,580,327,156,11.99,21,200,0,0,7.4,0,0,0,0.70751387,2.59259259,66,32504.2,10524783,6.2,24,0,2
223,2,CZE,top09cz,414108,2015,940,261504,30038,88431,top09cz,46538880,242,1569,639,298,140,11.99,21,200,0,0,7.4,0,0,0,0.70751387,2.59259259,67,33918.4,10542942,5.1,28.3,0,2
223,2,CZE,top09cz,414108,2016,1671,433412,49254,157765,top09cz,46538880,560,8359,1450,1151,770,11.99,21,200,0,0,7.4,0,0,0,0.70751387,2.59259259,68,36097.6,10565284,4,33.3,0,2
223,2,CZE,top09cz,414108,2017,1340,597709,55172,268066,top09cz,46538880,899,37947,4654,5648,821,5.31,7,200,0,0,7.4,0,0,0,0.70751387,2.59259259,69,38991.6,10589526,2.9,32.1,1,2
223,2,CZE,top09cz,414108,2018,980,249276,32189,80671,top09cz,46538880,673,35848,4159,3873,1739,5.31,7,200,0,0,7.4,0,0,0,0.70751387,2.59259259,70,41049.3,10626430,2.3,40.65,0,2
223,2,CZE,top09cz,414108,2019,1007,346629,44499,105665,top09cz,46538880,561,38304,2978,3857,2497,5.31,7,200,0,0,7.4,0,0,0,0.70751387,2.59259259,71,43301.1,10641311,2.1,40.6,0,2
223,2,CZE,top09cz,414108,2020,1825,1001025,160479,335410,top09cz,46538880,266,33929,2874,3265,3961,5.31,7,200,0,0,7.4,0,0,0,0.70751387,2.59259259,72,42044,10693939,2.55,40.6826270890246,0,2
1443,5,ROU,partidulconservator,12065215,2012,169,756,164,32,NA,NA,NA,NA,NA,NA,NA,0,13,412,1,0,4.7622,0,0,0,NA,NA,268,18929.6,20060182,7.1,17.9,0,1
1443,5,ROU,partidulconservator,12065215,2013,42,100,94,11,NA,NA,NA,NA,NA,NA,NA,0,13,412,1,0,4.7622,0,0,0,NA,NA,269,19792.4,19988694,7.4,21.8,0,1
1443,5,ROU,partidulconservator,12065215,2014,39,72,76,4,NA,NA,NA,NA,NA,NA,NA,0,13,412,1,0,4.7622,0,0,0,NA,NA,270,20615.6,19916451,7.1,28.4,0,1
1443,5,ROU,partidulconservator,12065215,2015,149,664,268,19,NA,NA,NA,NA,NA,NA,NA,0,13,412,1,0,4.7622,0,0,0,NA,NA,271,21624.4,19822250,7,30.2,0,1
1443,5,ROU,partidulconservator,12065215,2016,1,3,2,0,NA,NA,NA,NA,NA,NA,NA,0,13,412,1,0,4.7622,0,0,0,NA,NA,272,24311,19706529,6.1,35.6,0,1
764,16,SVN,NA,NA,2010,NA,NA,NA,NA,strankasls,135589298,591,1,12,0,18,5.21,5,90,0,0,6.6953,0,0,0,NA,NA,290,27842.3,2049261,7.4,20.7,0,1
764,16,SVN,NA,NA,2011,NA,NA,NA,NA,strankasls,135589298,1419,13,56,236,94,6.83,6,90,1,0,6.6953,0,0,0,NA,NA,291,28931.4,2052496,8.3,25.5,1,1
764,16,SVN,strankasls,2994737,2012,204,503,39,123,strankasls,135589298,847,54,145,427,200,6.83,6,90,1,0,6.6953,0,0,0,NA,NA,292,29048.3,2056262,9,27.3,0,2
764,16,SVN,strankasls,2994737,2013,423,1459,385,89,strankasls,135589298,1950,327,528,855,357,6.83,6,90,1,0,6.6953,0,0,0,NA,NA,293,29979.6,2059114,10.3,30.7,0,2
764,16,SVN,strankasls,2994737,2014,466,2338,323,124,strankasls,135589298,2855,1079,1946,654,1564,3.95,0,90,1,0,6.6953,0,0,0,NA,NA,294,30872.7,2061623,9.9,30.4,1,2
764,16,SVN,strankasls,2994737,2015,328,17110,2791,2455,strankasls,135589298,537,844,667,123,519,3.95,0,90,1,0,6.6953,0,0,0,NA,NA,295,31640.3,2063077,9.1,31.9,0,2
764,16,SVN,strankasls,2994737,2016,469,22405,2677,2782,strankasls,135589298,583,1018,612,139,307,3.95,0,90,1,0,6.6953,0,0,0,NA,NA,296,33875,2064241,8.1,38.1,0,2
764,16,SVN,strankasls,2994737,2017,454,17843,2034,3002,strankasls,135589298,535,1188,730,149,206,3.95,0,90,1,0,6.6953,0,0,0,NA,NA,297,36660.9,2066161,6.7,39.4,0,2
764,16,SVN,strankasls,2994737,2018,450,21638,3346,3420,strankasls,135589298,320,2511,1285,178,319,2.62,0,90,1,0,6.6953,0,0,0,NA,NA,298,38785.5,2070050,5.2,44.19,1,2
764,16,SVN,strankasls,2994737,2019,766,22055,5435,3065,strankasls,135589298,394,3822,2010,356,659,2.62,0,90,1,0,6.6953,0,0,0,NA,NA,299,40640.2,2074169,4.5,44.2,0,2
764,16,SVN,strankasls,2994737,2020,682,15689,5095,2955,strankasls,135589298,372,6497,3444,446,622,2.62,0,90,1,0,6.6953,0,0,0,NA,NA,300,39537,2095861,5,44.0837171328073,0,2
1407,21,LTU,lietuvoszaliujupartija,7050021,2012,3,6,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,135,0,0,2.5,0,0,0,NA,NA,196,24645.7,2987773,13.6,27.8,0,1
1407,21,LTU,lietuvoszaliujupartija,7050021,2013,181,276,137,8,NA,NA,NA,NA,NA,NA,NA,0,4,135,0,0,2.5,0,0,0,NA,NA,197,26680,2957689,12,32.7,0,1
1407,21,LTU,lietuvoszaliujupartija,7050021,2014,284,1923,566,116,NA,NA,NA,NA,NA,NA,NA,0,4,135,0,0,2.5,0,0,0,NA,NA,198,28156.2,2932366,10.9,32.8,0,1
1407,21,LTU,lietuvoszaliujupartija,7050021,2015,267,2054,477,95,NA,NA,NA,NA,NA,NA,NA,0,4,135,0,0,2.5,0,0,0,NA,NA,199,28823.8,2904908,9.3,38.4,0,1
1407,21,LTU,lietuvoszaliujupartija,7050021,2016,238,5066,1318,363,NA,NA,NA,NA,NA,NA,NA,2.03,1,141,0,0,2.5,0,0,0,NA,NA,200,30924.9,2868234,8.1,47.3,1,1
1407,21,LTU,lietuvoszaliujupartija,7050021,2017,195,6042,797,476,NA,NA,NA,NA,NA,NA,NA,2.03,1,141,0,0,2.5,0,0,0,NA,NA,201,33821.2,2828398,7,47.2,0,1
1407,21,LTU,lietuvoszaliujupartija,7050021,2018,136,4034,1208,562,NA,NA,NA,NA,NA,NA,NA,2.03,1,141,0,0,2.5,0,0,0,NA,NA,202,35831.9,2801541,6.3,51.28,0,1
1407,21,LTU,lietuvoszaliujupartija,7050021,2019,194,7010,1405,706,NA,NA,NA,NA,NA,NA,NA,2.03,1,141,0,0,2.5,0,0,0,NA,NA,203,38136.1,2766487,6.5,51.3,0,1
1407,21,LTU,lietuvoszaliujupartija,7050021,2020,276,15177,3016,3332,NA,NA,NA,NA,NA,NA,NA,1.7,1,141,0,0,2.5,0,0,0,NA,NA,204,38734,2794090,8.5,50.6661152807324,1,1
1231,26,CHE,fdp.dieliberalen,470915,2009,98,219,0,31,fdp_liberalen,39250641,14,0,0,0,NA,15.8,31,200,1,0,6.3249,0,0,0,1.7939212,3.07142857,349,51572.8,7743832,4.2,18.0137409089364,0,2
1231,26,CHE,fdp.dieliberalen,470915,2010,113,892,0,115,fdp_liberalen,39250641,122,3,32,0,NA,15.8,31,200,1,0,6.3249,0,0,0,1.7939212,3.07142857,350,53019.8,7824910,4.9,23.333224370865,0,2
1231,26,CHE,fdp.dieliberalen,470915,2011,177,1659,27,384,fdp_liberalen,39250641,460,10,171,60,5,15.1,30,200,1,0,6.3249,0,0,0,1.7939212,3.07142857,351,56183.8,7912396,4.5,28.1185077283156,1,2
1231,26,CHE,fdp.dieliberalen,470915,2012,116,2899,367,481,fdp_liberalen,39250641,233,39,165,94,1,15.1,30,200,1,0,6.3249,0,0,0,1.7939212,3.07142857,352,57849.6,7996861,4.6,32.3719856540949,0,2
1231,26,CHE,fdp.dieliberalen,470915,2013,48,1153,114,196,fdp_liberalen,39250641,147,62,124,59,2,15.1,30,200,1,0,6.3249,0,0,0,1.7939212,3.07142857,353,60108.5,8089346,4.9,35.9556412161604,0,2
1231,26,CHE,fdp.dieliberalen,470915,2014,204,6348,832,889,fdp_liberalen,39250641,462,423,599,131,25,15.1,30,200,1,0,6.3249,0,0,0,1.7939212,3.07142857,354,61902.2,8188646,5,39.3688128425403,0,2
1231,26,CHE,fdp.dieliberalen,470915,2015,215,16849,2254,906,fdp_liberalen,39250641,712,1585,1073,224,663,16.4,33,200,1,0,6.3249,0,0,0,1.7939212,3.07142857,355,63939,8282398,4.9,42.3434318641418,1,2
1231,26,CHE,fdp.dieliberalen,470915,2016,247,14562,2871,1821,fdp_liberalen,39250641,317,1497,877,253,337,16.4,33,200,1,0,6.3249,0,0,0,1.7939212,3.07142857,356,65720.2,8373334,5.1,44.8586590399235,0,2
1231,26,CHE,fdp.dieliberalen,470915,2017,202,9928,1219,1559,fdp_liberalen,39250641,243,2143,713,181,250,16.4,33,200,1,0,6.3249,0,0,0,1.7939212,3.07142857,357,67139,8451834,5,47.5034801289793,0,2
1231,26,CHE,fdp.dieliberalen,470915,2018,557,19737,2711,3484,fdp_liberalen,39250641,501,7170,1915,540,237,16.4,33,200,1,0,6.3249,0,0,0,1.7939212,3.07142857,358,69357.5,8513227,4.9,48.8204551612583,0,2
1231,26,CHE,fdp.dieliberalen,470915,2019,826,44113,5822,8266,fdp_liberalen,39250641,734,14556,3635,1514,402,15.11,29,200,1,0,6.3249,0,0,0,1.7939212,3.07142857,359,70985.5,8635221,4.5,50.0593411388243,1,2
1231,26,CHE,fdp.dieliberalen,470915,2020,771,41906,5468,10886,fdp_liberalen,39250641,652,13497,3110,1900,384,15.11,29,200,1,0,6.3249,0,0,0,1.7939212,3.07142857,360,71298,8606033,4.8,51.3699792761135,0,2
1079,27,NOR,norgeskommunistiskeparti,11959465,2016,66,876,359,43,NA,NA,NA,NA,NA,NA,NA,1,0,150,0,0,1.3,0,0,0,NA,NA,344,58917.3,5236152,4.8,45.2542293777773,0,1
1079,27,NOR,norgeskommunistiskeparti,11959465,2017,39,921,124,267,NA,NA,NA,NA,NA,NA,NA,1,0,150,0,0,1.3,0,0,0,NA,NA,345,62940.2,5276965,4.3,47.8584498160933,0,1
1079,27,NOR,norgeskommunistiskeparti,11959465,2018,52,2020,469,216,NA,NA,NA,NA,NA,NA,NA,1,0,150,0,0,1.3,0,0,0,NA,NA,346,67639.1,5311916,3.9,50.2945452443462,0,1
1079,27,NOR,norgeskommunistiskeparti,11959465,2019,146,7223,1071,450,NA,NA,NA,NA,NA,NA,NA,1,0,150,0,0,1.3,0,0,0,NA,NA,347,66830.6,5349734,3.8,51.2446781927014,0,1
1079,27,NOR,norgeskommunistiskeparti,11959465,2020,150,5631,1235,367,NA,NA,NA,NA,NA,NA,NA,1,0,150,0,0,1.3,0,0,0,NA,NA,348,63293,5367580,4.4,51.0411599857123,0,1
556,28,LTU,trakulenkai,12065174,2019,73,632,263,9,NA,NA,NA,NA,NA,NA,NA,5.72,8,141,1,0,3.865,0,0,0,3.9651344,7.14285714,203,38136.1,2766487,6.5,51.3,0,1
556,28,LTU,trakulenkai,12065174,2020,21,77,0,8,NA,NA,NA,NA,NA,NA,NA,4.97,3,141,0,0,3.865,0,0,0,3.9651344,7.14285714,204,38734,2794090,8.5,50.6661152807324,1,1
29,35,CHE,NA,NA,2009,NA,NA,NA,NA,spschweiz,40681558,49,13,2,0,NA,19.5,43,200,1,0,1.8319,0,0,0,3.8219173,3.33333333,349,51572.8,7743832,4.2,18.0137409089364,0,1
29,35,CHE,NA,NA,2010,NA,NA,NA,NA,spschweiz,40681558,131,1,37,0,22,19.5,43,200,1,0,1.8319,0,0,0,3.8219173,3.33333333,350,53019.8,7824910,4.9,23.333224370865,0,1
29,35,CHE,NA,NA,2011,NA,NA,NA,NA,spschweiz,40681558,780,39,473,206,188,18.72,46,200,1,0,1.8319,0,0,0,3.8219173,3.33333333,351,56183.8,7912396,4.5,28.1185077283156,1,1
29,35,CHE,spschweiz,428485,2012,410,5595,923,1051,spschweiz,40681558,334,74,320,105,52,18.72,46,200,1,0,1.8319,0,0,0,3.8219173,3.33333333,352,57849.6,7996861,4.6,32.3719856540949,0,2
29,35,CHE,spschweiz,428485,2013,488,6868,2011,874,spschweiz,40681558,238,119,345,173,20,18.72,46,200,1,0,1.8319,0,0,0,3.8219173,3.33333333,353,60108.5,8089346,4.9,35.9556412161604,0,2
29,35,CHE,spschweiz,428485,2014,539,27961,7559,3603,spschweiz,40681558,376,595,845,330,63,18.72,46,200,1,0,1.8319,0,0,0,3.8219173,3.33333333,354,61902.2,8188646,5,39.3688128425403,0,2
29,35,CHE,spschweiz,428485,2015,412,34024,9986,4158,spschweiz,40681558,616,2080,1971,609,155,18.84,43,200,1,0,1.8319,0,0,0,3.8219173,3.33333333,355,63939,8282398,4.9,42.3434318641418,1,2
29,35,CHE,spschweiz,428485,2016,550,85858,22897,9432,spschweiz,40681558,480,4049,2555,405,253,18.84,43,200,1,0,1.8319,0,0,0,3.8219173,3.33333333,356,65720.2,8373334,5.1,44.8586590399235,0,2
29,35,CHE,spschweiz,428485,2017,400,65754,35134,12699,spschweiz,40681558,399,3838,1669,473,386,18.84,43,200,1,0,1.8319,0,0,0,3.8219173,3.33333333,357,67139,8451834,5,47.5034801289793,0,2
29,35,CHE,spschweiz,428485,2018,337,41348,14987,12335,spschweiz,40681558,414,6286,1913,634,152,18.84,43,200,1,0,1.8319,0,0,0,3.8219173,3.33333333,358,69357.5,8513227,4.9,48.8204551612583,0,2
29,35,CHE,spschweiz,428485,2019,349,38617,6425,7780,spschweiz,40681558,390,10400,2551,1199,516,16.84,39,200,1,0,1.8319,0,0,0,3.8219173,3.33333333,359,70985.5,8635221,4.5,50.0593411388243,1,2
29,35,CHE,spschweiz,428485,2020,722,147106,46919,29179,spschweiz,40681558,380,16094,3265,1609,214,16.84,39,200,1,0,1.8319,0,0,0,3.8219173,3.33333333,360,71298,8606033,4.8,51.3699792761135,0,2
1090,41,DEU,freie.waehler.bundesvereinigung,1559750,2013,263,3045,1131,355,freiewaehler_bv,1536245851,29,5,6,0,NA,0,0,0,0,0,7.4,0,0,0,NA,NA,125,44993.7,80645605,5.3,21.1,0,2
1090,41,DEU,freie.waehler.bundesvereinigung,1559750,2014,282,2233,645,281,freiewaehler_bv,1536245851,70,20,57,5,2,0,0,0,0,0,7.4,0,0,0,NA,NA,126,47011.3,80982495,5.1,23.3,0,2
1090,41,DEU,freie.waehler.bundesvereinigung,1559750,2015,184,1421,530,233,freiewaehler_bv,1536245851,77,20,64,3,NA,0,0,0,0,0,7.4,0,0,0,NA,NA,127,47622.3,81686608,4.7,24.8,0,2
1090,41,DEU,freie.waehler.bundesvereinigung,1559750,2016,298,133989,30281,17112,freiewaehler_bv,1536245851,105,55,198,9,10,0,0,0,0,0,7.4,0,0,0,NA,NA,128,50574.4,82348669,4.2,26.6,0,2
1090,41,DEU,freie.waehler.bundesvereinigung,1559750,2017,372,84694,32413,13232,freiewaehler_bv,1536245851,62,172,272,13,23,1,0,709,0,0,7.4,0,0,0,NA,NA,129,53254.7,82656997,3.8,32.7,1,2
1090,41,DEU,freie.waehler.bundesvereinigung,1559750,2018,206,15319,7613,3736,freiewaehler_bv,1536245851,106,578,284,39,201,1,0,709,0,0,7.4,0,0,0,NA,NA,130,54652.8,82914191,3.5,32.93,0,2
1090,41,DEU,freie.waehler.bundesvereinigung,1559750,2019,348,28520,10751,6624,freiewaehler_bv,1536245851,44,284,114,16,270,1,0,709,0,0,7.4,0,0,0,NA,NA,131,56305.2,83344000,3.2,34.3,0,2
1090,41,DEU,freie.waehler.bundesvereinigung,1559750,2020,828,77462,32044,25288,freiewaehler_bv,1536245851,59,553,204,30,451,1,0,709,0,0,7.4,0,0,0,NA,NA,132,53812,83166711,3.8,34.3943309626965,0,2
340,44,SVK,komunistickastranaslovenska,8553432,2013,101,504,172,143,NA,NA,NA,NA,NA,NA,NA,3.88,0,150,0,0,0.5275,0,0,1,NA,NA,281,27969.2,5413393,14.3,32.6,0,1
340,44,SVK,komunistickastranaslovenska,8553432,2014,245,1669,509,339,NA,NA,NA,NA,NA,NA,NA,3.88,0,150,0,0,0.5275,0,0,1,NA,NA,282,28992.1,5418649,13.2,28,0,1
340,44,SVK,komunistickastranaslovenska,8553432,2015,394,7461,3487,1816,NA,NA,NA,NA,NA,NA,NA,3.88,0,150,0,0,0.5275,0,0,1,NA,NA,283,29932.2,5423801,11.5,32.1,0,1
340,44,SVK,komunistickastranaslovenska,8553432,2016,434,16082,5037,3677,NA,NA,NA,NA,NA,NA,NA,3.88,0,150,0,0,0.5275,0,0,1,NA,NA,284,29651.5,5430798,9.7,38.5,0,1
340,44,SVK,komunistickastranaslovenska,8553432,2017,430,22143,10592,8321,NA,NA,NA,NA,NA,NA,NA,3.88,0,150,0,0,0.5275,0,0,1,NA,NA,285,30912.2,5439232,8.2,40.1,0,1
340,44,SVK,komunistickastranaslovenska,8553432,2018,427,35658,16698,11559,NA,NA,NA,NA,NA,NA,NA,3.88,0,150,0,0,0.5275,0,0,1,NA,NA,286,32579.4,5446771,6.6,41.99,0,1
340,44,SVK,komunistickastranaslovenska,8553432,2019,436,46067,26566,10378,NA,NA,NA,NA,NA,NA,NA,3.88,0,150,0,0,0.5275,0,0,1,NA,NA,287,34183.2,5455187,5.8,41.7,0,1
340,44,SVK,komunistickastranaslovenska,8553432,2020,150,20415,7855,5924,NA,NA,NA,NA,NA,NA,NA,3.88,0,150,0,0,0.5275,0,0,1,NA,NA,288,31822,5457873,6.7,41.2452826682502,0,1
794,47,GRC,NA,NA,2009,NA,NA,NA,NA,neademokratia,36914138,259,7,1,0,3,33.47,91,300,1,0,6.7365,0,0,0,2.5944517,4.63636364,133,30388.4,11107017,9.8,14.3213663351598,1,1
794,47,GRC,NA,NA,2010,NA,NA,NA,NA,neademokratia,36914138,12,1,2,0,NA,33.47,91,300,1,0,6.7365,0,0,0,2.5944517,4.63636364,134,28169.4,11121344,12.9,13.6,0,1
794,47,GRC,NA,NA,2011,NA,NA,NA,NA,neademokratia,36914138,428,143,545,428,2,33.47,91,300,1,0,6.7365,0,0,0,2.5944517,4.63636364,135,26141.1,11104900,18.1,19.4,0,1
794,47,GRC,neadhmokratia,385960,2012,527,53029,10313,8861,neademokratia,36914138,1852,1400,8202,3789,62,24.255000000000003,118.5,300,1,1,6.7365,0,0,0,2.5944517,4.63636364,136,25284.4,11045010,24.7,24.9,1,2
794,47,GRC,neadhmokratia,385960,2013,309,39096,7371,4391,neademokratia,36914138,131,266,422,678,12,24.255000000000003,118.5,300,1,1,6.7365,0,0,0,2.5944517,4.63636364,137,26097.8,10965209,27.7,31.7,0,2
794,47,GRC,neadhmokratia,385960,2014,234,71875,5923,8039,neademokratia,36914138,133,743,701,806,10,24.255000000000003,118.5,300,1,1,6.7365,0,0,0,2.5944517,4.63636364,138,26838.6,10892415,26.7,30.9,0,2
794,47,GRC,neadhmokratia,385960,2015,608,407844,25926,34127,neademokratia,36914138,929,8941,5668,2881,6,27.955,75.5,300,0,0,6.7365,0,0,0,2.5944517,4.63636364,139,26902.3,10820883,25.1,36.1,1,2
794,47,GRC,neadhmokratia,385960,2016,408,218928,29918,11760,neademokratia,36914138,644,27965,13058,2155,469,27.955,75.5,300,0,0,6.7365,0,0,0,2.5944517,4.63636364,140,27823.3,10775971,23.7,36.1,0,2
794,47,GRC,neadhmokratia,385960,2017,311,100871,23653,11371,neademokratia,36914138,426,47722,18802,2643,300,27.955,75.5,300,0,0,6.7365,0,0,0,2.5944517,4.63636364,141,29088.9,10754679,21.7,38.8201941426266,0,2
794,47,GRC,neadhmokratia,385960,2018,342,118503,25949,15557,neademokratia,36914138,442,94546,30307,5856,282,27.955,75.5,300,0,0,6.7365,0,0,0,2.5944517,4.63636364,142,30354.3,10725886,19.5,49.4,0,2
794,47,GRC,neadhmokratia,385960,2019,268,192543,29127,21469,neademokratia,36914138,242,77083,21338,5815,469,39.85,158,300,1,1,6.7365,0,0,0,2.5944517,4.63636364,143,31412.9,10590111,17.5,49.6691380215474,1,2
794,47,GRC,neadhmokratia,385960,2020,310,190507,15643,24363,neademokratia,36914138,67,27767,5922,3361,221,39.85,158,300,1,1,6.7365,0,0,0,2.5944517,4.63636364,144,28486,10718565,16.4,46.0930511410551,0,2
463,50,AUT,fpoe,1182478,2012,27,248,277,54,NA,NA,NA,NA,NA,NA,NA,17.54,34,183,0,0,8.3494,1,1,0,8.89849,9,4,46477.7,8426311,4.9,21,0,1
463,50,AUT,fpoe,1182478,2013,434,26327,4370,1750,NA,NA,NA,NA,NA,NA,NA,20.5,40,183,0,0,8.3494,1,1,0,8.89849,9,5,47936.7,8477230,5.4,21,1,1
463,50,AUT,fpoe,1182478,2014,232,29415,3582,2309,NA,NA,NA,NA,NA,NA,NA,20.5,40,183,0,0,8.3494,1,1,0,8.89849,9,6,48813.5,8543932,5.7,32.4,0,1
463,50,AUT,fpoe,1182478,2015,174,44755,37756,5894,NA,NA,NA,NA,NA,NA,NA,20.5,40,183,0,0,8.3494,1,1,0,8.89849,9,7,49955.5,8629519,5.8,28.1,0,1
463,50,AUT,fpoe,1182478,2016,681,286056,111113,34253,NA,NA,NA,NA,NA,NA,NA,20.5,40,183,0,0,8.3494,1,1,0,8.89849,9,8,52614.4,8739806,6.1,34.6,0,1
463,50,AUT,fpoe,1182478,2017,959,276410,97567,33506,NA,NA,NA,NA,NA,NA,NA,26,51,183,1,0,8.3494,1,1,0,8.89849,9,9,54652.5,8795073,5.6,42.7,1,1
463,50,AUT,fpoe,1182478,2018,1307,522154,164952,87150,NA,NA,NA,NA,NA,NA,NA,26,51,183,1,0,8.3494,1,1,0,8.89849,9,10,56889.4,8837707,4.9,41.68,0,1
463,50,AUT,fpoe,1182478,2019,1660,1026575,270714,221033,NA,NA,NA,NA,NA,NA,NA,16.2,31,183,0,0,8.3494,1,1,0,8.89849,9,11,59120.3,8887438,4.6,41.7,1,1
463,50,AUT,fpoe,1182478,2020,2647,1856004,919697,504837,NA,NA,NA,NA,NA,NA,NA,16.2,31,183,0,0,8.3494,1,1,0,8.89849,9,12,55340,8901064,6,42.0115906323256,0,1
1195,57,BGR,dsb.bg,7052408,2010,39,262,0,28,NA,NA,NA,NA,NA,NA,NA,6.44,17,240,0,0,7.85,0,0,0,NA,NA,26,14598.6,7395599,10.3,18.3,0,1
1195,57,BGR,dsb.bg,7052408,2011,352,7208,263,414,NA,NA,NA,NA,NA,NA,NA,6.44,17,240,0,0,7.85,0,0,0,NA,NA,27,15661.2,7348328,11.4,18.2,0,1
1195,57,BGR,dsb.bg,7052408,2012,536,21827,3269,1318,NA,NA,NA,NA,NA,NA,NA,6.44,17,240,0,0,7.85,0,0,0,NA,NA,28,16241.6,7305888,12.4,22.1,0,1
1195,57,BGR,dsb.bg,7052408,2013,248,52820,11400,7063,NA,NA,NA,NA,NA,NA,NA,2.926,0,240,0,0,7.85,0,0,0,NA,NA,29,16581.8,7265115,13,22.1,1,1
1195,57,BGR,dsb.bg,7052408,2014,220,18067,1697,934,NA,NA,NA,NA,NA,NA,NA,2.926,0,240,0,0,7.85,0,0,0,NA,NA,30,17555.5,7223938,11.5,31,0,1
1195,57,BGR,dsb.bg,7052408,2015,909,48918,7054,2907,NA,NA,NA,NA,NA,NA,NA,2.926,0,240,0,0,7.85,0,0,0,NA,NA,31,18342,7177991,9.2,32.1,0,1
1195,57,BGR,dsb.bg,7052408,2016,717,84335,14235,11377,NA,NA,NA,NA,NA,NA,NA,2.926,0,240,0,0,7.85,0,0,0,NA,NA,32,20009.5,7127822,7.7,32.2,0,1
1195,57,BGR,dsb.bg,7052408,2017,640,51839,9011,4462,NA,NA,NA,NA,NA,NA,NA,2.54,0,240,0,0,7.85,0,0,0,NA,NA,33,21447.2,7075947,6.2,43.7,1,1
1195,57,BGR,dsb.bg,7052408,2018,730,44035,19090,7132,NA,NA,NA,NA,NA,NA,NA,2.54,0,240,0,0,7.85,0,0,0,NA,NA,34,22670.5,7025037,5.3,46.88,0,1
1195,57,BGR,dsb.bg,7052408,2019,954,96403,17911,9596,NA,NA,NA,NA,NA,NA,NA,2.54,0,240,0,0,7.85,0,0,0,NA,NA,35,24505.9,6980380,4.3,46.8,0,1
1195,57,BGR,dsb.bg,7052408,2020,562,110390,23330,11827,NA,NA,NA,NA,NA,NA,NA,2.54,0,240,0,0,7.85,0,0,0,NA,NA,36,9975.8,6951482,5.1,40.2723623731455,0,1
6651,74,DNK,partiisiumut,3146950,2011,6,13,1,5,NA,NA,NA,NA,NA,NA,NA,0,1,179,0,0,3.3,0,0,0,NA,NA,75,44407.9,5566856,7.9,37.4,0,1
6651,74,DNK,partiisiumut,3146950,2012,6,14,1,4,NA,NA,NA,NA,NA,NA,NA,0,1,179,0,0,3.3,0,0,0,NA,NA,76,44808.5,5587085,7.9,43.6,0,1
6651,74,DNK,partiisiumut,3146950,2013,105,4317,233,328,NA,NA,NA,NA,NA,NA,NA,0,1,179,0,0,3.3,0,0,0,NA,NA,77,46742.9,5608784,7.4,48.6,0,1
6651,74,DNK,partiisiumut,3146950,2014,39,2510,141,221,NA,NA,NA,NA,NA,NA,NA,0,1,179,0,0,3.3,0,0,0,NA,NA,78,47905.5,5639719,7,55,0,1
6651,74,DNK,partiisiumut,3146950,2015,88,2632,136,203,NA,NA,NA,NA,NA,NA,NA,0,1,179,0,0,3.3,0,0,0,NA,NA,79,49071.3,5678348,6.3,58.8,0,1
6651,74,DNK,partiisiumut,3146950,2016,33,684,69,265,NA,NA,NA,NA,NA,NA,NA,0,1,179,0,0,3.3,0,0,0,NA,NA,80,51961.8,5724456,5.9,59,0,1
6651,74,DNK,partiisiumut,3146950,2017,55,1166,59,146,NA,NA,NA,NA,NA,NA,NA,0,1,179,0,0,3.3,0,0,0,NA,NA,81,55045.6,5760694,5.9,59,0,1
6651,74,DNK,partiisiumut,3146950,2018,118,9597,1179,1720,NA,NA,NA,NA,NA,NA,NA,0,1,179,0,0,3.3,0,0,0,NA,NA,82,57214.8,5789957,5,61.01,0,1
6651,74,DNK,partiisiumut,3146950,2019,31,3084,118,741,NA,NA,NA,NA,NA,NA,NA,0,1,179,0,0,3.3,0,0,0,NA,NA,83,59645.7,5829556,4.9,61,0,1
6651,74,DNK,partiisiumut,3146950,2020,84,3531,199,669,NA,NA,NA,NA,NA,NA,NA,0,1,179,0,0,3.3,0,0,0,NA,NA,84,60566,5822763,5.65,59.4483620322295,0,1
