country,name_short,partyfacts_id,name_english_x,page_id,handle,country_left,year_first,year_last,share,share_year,see_comments,data_collected,active_2010_or_after,facebook_handle_found,twitter_handle_TF,twitter_handle,D_comments,J_comments,T_comments
BEL,SPA,1680,Socialist Party Differently,NA,vooruit.nu,Belgium,1978,9999,14.9,1987,,FALSE,TRUE,TRUE,TRUE,vooruit,,,
HRV,GLAS,8178,Civic Liberal Alliance,NA,glas.cla,Croatia,2017,9999,2.6,NA,x,FALSE,TRUE,TRUE,TRUE,strankaglas,This is the handle listed on their offical website but Twitter says the account doesn't exist.  Nothing else came up in searches,,
ESP,IU,247,United Left,74858103866,izquierda.unida,Spain,1986,9999,10.5,1996,,TRUE,TRUE,TRUE,TRUE,IzquierdaUnida,,"This is the handle, but the account seems to have been deleted. This is also a coalition and according to Wikipedia, only the Communist Party of Spain is still active in the coalition.",
GBR,BP,7364,Brexit Party,6205175,thereformpartyuk,UK,2018,9999,31.6,2019,,TRUE,TRUE,TRUE,TRUE,reformparty_uk,,"Name has changed to ""Reform Party"", I suppose since Brexit has already happened. I updated their FB handle too, but the old one still leads to their new one.",
BEL,CSP,6688,Christian Social Party,NA,csp.dg,Belgium,1971,9999,3.6,1994,,FALSE,TRUE,TRUE,TRUE,CSPOstbelgien,,,
BGR,R,5862,Revival,NA,vazrazhdane.bg,Bulgaria,2017,9999,1.1,2017,,FALSE,TRUE,TRUE,TRUE,vazrazhdane,,,
BGR,SDS,482,Union of Democratic Forces,NA,sdsbul,Bulgaria,1989,9999,34.4,1991,,FALSE,TRUE,TRUE,FALSE,,link in case it's needed: https://www.facebook.com/%D0%A1%D1%8A%D1%8E%D0%B7-%D0%BD%D0%B0-%D0%94%D0%B5%D0%BC%D0%BE%D0%BA%D1%80%D0%B0%D1%82%D0%B8%D1%87%D0%BD%D0%B8%D1%82%D0%B5-%D0%A1%D0%B8%D0%BB%D0%B8-191375010936/ ,,
BGR,DB,5861,"Yes, Bulgaria!",NA,dabulgaria.bg,Bulgaria,2017,9999,3,2017,,FALSE,TRUE,TRUE,TRUE,BulgariaDA,,,
HRV,HDSSB,2347,Croatian Democratic Alliance of Slavonia and Baranja,NA,hdssb.hr,Croatia,2006,9999,3,2011,,FALSE,TRUE,TRUE,FALSE,,,,
HRV,Hrast,3138,Croatian Growth,NA,hrast.hr,Croatia,2011,9999,2.5,2013,,FALSE,TRUE,TRUE,TRUE,Stranka_Hrast,,,
HRV,HSS,72,Croatian Peasant Party,NA,hss.hrvatska,Croatia,1904,9999,15.6,2000,,FALSE,TRUE,TRUE,TRUE,HSSHrvatska,,,
HRV,SDSS,2348,Independent Democratic Serb Party,NA,samostalna-demokratska-srpska-stranka-sdss-121388167968667,Croatia,1997,9999,1.5,2007,,FALSE,TRUE,TRUE,FALSE,,,,
HRV,NS-R,4866,People's Party - Reformists,NA,narodna.stranka.reformisti,Croatia,2014,9999,1.5,2015,,FALSE,TRUE,TRUE,TRUE,NS_reformisti,,,
HRV,RiDS-PGS,3133,Rijeka Democratic Alliance -- Alliance of Primorje-Gorski Kotar,NA,jadranko.goranski,Croatia,1990,9999,2.8,2011,,FALSE,TRUE,TRUE,FALSE,,,,
HRV,ORaH,3201,Sustainable Development of Croatia,NA,orah.hr,Croatia,2013,9999,1.7,2015,,FALSE,TRUE,TRUE,TRUE,ORaHrvatske,,,
CZE,SPR‚ÄìRSƒå,1657,Coalition for Republic ‚Äì Republican Party of Czechoslovakia,NA,sprrsc.cz,Czech Republic,1989,9999,8,1996,x,FALSE,TRUE,TRUE,FALSE,,"The Twitter page listed on the party's offical website is for a party offical, and I can't find a party Twitter page.  here's the official's handle in case this is good: @MSladek2015",,
CZE,DSSS,805,Workers' Party of Social Justice,NA,dsss.cz,Czech Republic,2009,9999,1.1,2010,,FALSE,TRUE,TRUE,FALSE,,,,
DNK,FrP,1601,Progress Party,NA,Fremskridtspartiet,Denmark,1973,9999,15.9,1973,,FALSE,TRUE,TRUE,FALSE,,,,
EST,EKD,790,Estonian Christian Democrats,NA,EKD,Estonia,1990,9999,2.4,1999,,FALSE,TRUE,TRUE,FALSE,,,,
FRA,PA,7343,Animalist Party,NA,parti.animaliste,France,2016,9999,2.2,2019,,FALSE,TRUE,TRUE,TRUE,PartiAnimaliste,,,
FRA,PG,8359,Left Party,NA,partidegauche.national,France,2009,9999,6.6,2014,,FALSE,TRUE,TRUE,TRUE,LePG,,,
FRA,MF,364,Movement for France,NA,pourlafrance.fr,France,1994,9999,1.2,2007,x,FALSE,TRUE,TRUE,TRUE,le_pcd,"Party dissolved in 2018, Twitter page is private",,
DEU,ODP,7345,Ecological Democratic Party,NA,oedp.de,Germany,1982,9999,1,2019,,FALSE,TRUE,TRUE,TRUE,oedp_de,,,
GRC,D-FS,1130,Action -- Liberal Alliance,NA,drassi.gr,Greece,2009,9999,1.8,2012,x,FALSE,TRUE,TRUE,FALSE,,The party was suspended in 2019,,
GRC,MR25,7348,European Realistic Disobedience Front [MeRa25],NA,mera25.gr,Greece,2018,9999,3.4,2019,,FALSE,TRUE,TRUE,TRUE,mera25_gr,,,
GRC,Antarsya,95,Front of the Greek Anticapitalist Left,NA,ANT,Greece,2009,9999,1.2,2012,,FALSE,TRUE,TRUE,TRUE,ANTARSYAPress,,,
GRC,PASOK,1468,Panhellenic Socialist Movement,NA,pasok.gr,Greece,1974,9999,48.1,1981,,FALSE,TRUE,TRUE,TRUE,pasok,,,
HUN,FKgP,1294,Independent Smallholders Party (1988),NA,FKgP,Hungary,1930,9999,13.1,1998,x,FALSE,TRUE,TRUE,FALSE,,"Interestingly enough, their offical page is their FB page!",,
ITA,PRC,1404,Communist Refoundation Party,NA,rifondazione.comunista,Italy,1992,9999,8.6,1996,,FALSE,TRUE,TRUE,TRUE,direzioneprc,,,
ITA,CD,2278,Democratic Centre,NA,centro.democratico.ita,Italy,2013,9999,0.5,2013,,FALSE,TRUE,TRUE,FALSE,,,,
ITA,FdV,851,Federation of the Greens,NA,europaverde.verdi,Italy,1987,9999,2.8,1992,,FALSE,TRUE,TRUE,FALSE,,"The only Twitter handles I could find were for local parties, not a 'main' party one",,
ITA,PdCI,1635,Party of Italian Communists,NA,partitocomunistaitaliano,Italy,2001,2014,2.2,2006,,FALSE,TRUE,TRUE,TRUE,ilPCI,"Apparently this party has been thru a few name confirgurations, but this should be the most recent one, arrivate at in 2014",,
ITA,PaP,8247,Power to the People,NA,poterealpopolo.org,Italy,2017,9999,1.1,2018,,FALSE,TRUE,TRUE,TRUE,potere_alpopolo,,,
LVA,ViLa,3195,United for Latvia,NA,Vienti-Latvijai,Latvia,2011,9999,1.2,2014,x,FALSE,TRUE,TRUE,FALSE,,"There are a few Twitter accounts with similar names, but none are very active or verified",,
HUN,Fidesz,1691,Fidesz ‚Äì Hungarian Civic Alliance,5458001,fideszhu,Hungary,1988,9999,41.1,2002,,TRUE,TRUE,TRUE,TRUE,Fideszmpsz,FB handle was incorrect - has been updated with the correct one,,
HUN,MM,8249,Momentum Movement,12065205,momentum.mozgalom,Hungary,2017,9999,3.1,2018,,TRUE,TRUE,TRUE,TRUE,momentumhu,,,
ITA,M5S,2046,Five Star Movement,374785,movimento5stelle,Italy,2009,9999,25.6,2013,x,TRUE,TRUE,TRUE,TRUE,Mov5Stelle,"FB handle was incorrect, I updated it",,
LVA,LZS,1702,Latvian Farmers' Union,2831386,lzsropazi,Latvia,1917,9999,10.7,1993,,TRUE,TRUE,TRUE,FALSE,,,,
LTU,ULL,8257,For Lithuania in Lithuania,3.11E+14,uzlietuvalietuvoje,Lithuania,2012,2014,1,2012,,TRUE,TRUE,TRUE,FALSE,,,,
LTU,LiCS,1193,Liberal and Centre Union,1.76E+14,lics.lt,Lithuania,2003,2014,9.2,2004,X,TRUE,TRUE,TRUE,FALSE,,,Merged into the freedom union (row 373) in 2014,
LTU,LRLS,1744,Liberals' Movement of the Republic of Lithuania,81004804444,liberalai,Lithuania,2008,9999,8.6,2012,,TRUE,TRUE,TRUE,TRUE,liberalai,,,
LTU,LLS,1410,Lithuanian Liberty Union,1.02E+14,laisveirteisingumaspartija,Lithuania,1992,2011,1.6,1996,X,TRUE,TRUE,TRUE,FALSE,,,Changed name to Laisvė ir Teisingumas from Lietuvos Laisvės Sąjunga in 2020.,
LTU,List,6738,Lithuanian List,3.39E+14,ltsarasas,Lithuania,2012,9999,1.8,2016,,TRUE,TRUE,TRUE,FALSE,,,,
LTU,LLP,8256,Lithuanian People's Party,2.68E+14,lietuvosliaudiespartija,Lithuania,2014,2014,1.1,2016,,TRUE,TRUE,TRUE,FALSE,,,,
LTU,LSDS,8258,Lithuanian Social Democratic Union,NA,lietuvossocialdemokratusajunga,Lithuania,1999,2014,0.9,2008,X,TRUE,TRUE,TRUE,FALSE,,,Dissolved in 2014 but FB page is still up,
LTU,LSDDP,7352,Social Democratic Labour Party of Lithuania,1.54E+14,lsddpartija,Lithuania,2018,9999,2.4,2019,,TRUE,TRUE,TRUE,FALSE,,,,
LTU,DK,74,The Way of Courage,6.71E+14,drasos.kelias.partija,Lithuania,2012,9999,8,2012,,TRUE,TRUE,TRUE,FALSE,,,,
LUX,CSV,539,Christian Social People's Party,56016549775,csv.lu,Luxembourg,1944,9999,42.4,1954,,TRUE,TRUE,TRUE,TRUE,CSV_news,,,
LUX,KPL,1647,Communist Party of Luxembourg,1.32E+14,kommunistesch.partei,Luxembourg,1945,9999,16.9,1948,,TRUE,TRUE,TRUE,FALSE,,,,
LUX,DP,300,Democratic Party,2.81E+14,demokrateschpartei,Luxembourg,1945,9999,22.2,1974,,TRUE,TRUE,TRUE,TRUE,dp_lu,,,
LUX,PID,2064,Party for Full Democracy,8.41E+14,parteifirintegraldemokratie,Luxembourg,2013,9999,1.5,2013,,TRUE,TRUE,TRUE,TRUE,pid_lu,,,
LUX,VL,7353,Volt Luxembourg,7.66E+14,voltluxembourg,Luxembourg,2017,9999,2.1,2019,X,TRUE,TRUE,TRUE,TRUE,voltluxembourg,,Still not convinced this is an actual party (like Volt NL),
NLD,50+,714,50PLUS,3.48E+14,50PLUSpartij,Netherlands,2009,9999,1.9,2012,,TRUE,TRUE,TRUE,TRUE,50pluspartij,,,
NLD,CDA,1157,Christian Democratic Appeal,3.2E+11,kiescda,Netherlands,1980,9999,35.3,1989,,TRUE,TRUE,TRUE,TRUE,cdavandaag,,,
NLD,D66,45,Democrats 66,52985377549,d66,Netherlands,1966,9999,15.5,1994,,TRUE,TRUE,TRUE,TRUE,D66,,,
NLD,PVV,298,Party for Freedom,NA,partijvoordevrijheid,NLD,2006,9999,15.4,2010,X,TRUE,TRUE,TRUE,TRUE,PVV2021,,,
NLD,VVD,828,People's Party for Freedom and Democracy,1.21E+14,vvd,Netherlands,1948,9999,26.6,2012,,TRUE,TRUE,TRUE,TRUE,VVD ,,,
NLD,SP,1363,Socialist Party,1.28E+11,socialistischepartij,Netherlands,1971,9999,16.6,2006,,TRUE,TRUE,TRUE,TRUE,SPnl,,,
NLD,VN,7355,Volt Netherlands,714689,voltnederland,Netherlands,2018,9999,1.9,2019,x,TRUE,TRUE,TRUE,TRUE,VoltNederland,,I think this is a political organization but not an actual political party. Just flagging that.,
NOR,Kp,677,Coastal Party,2.78E+14,kystpartiet,Norway,1999,9999,1.7,2001,,TRUE,TRUE,TRUE,TRUE,Kystpartiet,,,
NOR,NKP,1079,Communist Party of Norway,1.58E+14,norgeskommunistiskeparti,Norway,1923,9999,11.9,1945,,TRUE,TRUE,TRUE,FALSE,,,Seems their twitter account @nkpnorge has been deleted.,
NOR,V,1173,Liberal Party of Norway,10254410675,venstre.no,Norway,1884,9999,54,1900,,TRUE,TRUE,TRUE,TRUE,Venstre,,,
POL,KORWIN,4629,Coalition for the Renewal of the Republic ‚Äì Liberty and Hope,1.67E+15,korwin1.koszalin,Poland,2015,9999,4.8,2015,,TRUE,TRUE,TRUE,TRUE,Partia_KORWiN,,,
POL,KNP,4713,Congress of the New Right,2.05E+14,kongresnowejprawicy,Poland,2011,9999,1.1,2011,,TRUE,TRUE,TRUE,TRUE,NowaPrawica,,,
POL,SLD,57,Democratic Left Alliance,NA,nowaalewica,Poland,1991,9999,41,2001,X,TRUE,TRUE,TRUE,TRUE,__Lewica,,This party changed its name to Nowa Lewica. Updated FB and Twitter handles here. ,
POL,PD,1566,Democratic Party,NA,demokracipl,Poland,2005,2016,13.2,2007,,TRUE,TRUE,TRUE,TRUE,UniaEuroDem,,,
POL,MN,1439,German minority,NA,deutscheminderheitinoppeln,Poland,1991,9999,1.2,1991,X,TRUE,TRUE,TRUE,TRUE,NiemcywPolsce,,"This political party (German minority) seems to be tied to a German Heritage organization FB page (the party's website FB widget leads to the FB handle). I can't exactly tell if the party is involved in posting on this page, but most of it seems to be about german cultural events in Poland. Not sure if we want to use this.",It also appears to be the same FB page as the following row. Not sure what to do here but let's keep it for now
POL,Razem,4871,[Left] Together,4.3E+14,partiarazem,Poland,2015,9999,3.6,2015,,TRUE,TRUE,TRUE,TRUE,partiarazem,,,
POL,ROP,1712,Movement for the Reconstruction of Poland,NA,ropimjo,Poland,1995,2012,5.6,1997,X,TRUE,TRUE,TRUE,FALSE,,,"I'm a little confused by this one because the FB page I found (under the name ROPimJO rather than just ROP) has  posts up until 2019, but what I can find online says that the party ceased operations in 2012... It could be that they kept posting even though the party was dissolved, but it doesn't seem normal based on the other parties I've looked at. The FB page seems legit though. For twitter: Can't find anything that looks like an official party handle. ",This is odd but let's keep it. We can always drop the later data from when they have been inactive.
POL,PjN,41,Poland is the Most Important,NA,polskajestnajwazniejsza,Poland,2010,2013,2.2,2011,,TRUE,TRUE,TRUE,FALSE,,,Can't find anything that looks like an official party handle.,
POL,UPR,283,Real Politics Union,1.71E+14,uniapolitykirealnej,Poland,1991,2011,3.2,1993,,TRUE,TRUE,TRUE,TRUE,UPR_org,,,
POL,PR,876,Republic Right Party,2.63E+11,prawicarzeczypospolitej,Poland,2007,9999,2,2009,,TRUE,TRUE,TRUE,TRUE,Prawica_Rz,,,
POL,SRP,727,Self-Defense of the Republic Poland,5.18E+14,zzrsamoobrona,Poland,1992,9999,11.4,2005,,TRUE,TRUE,TRUE,TRUE,samoobronaorgpl,,This looks like their official account but it only has one tweet and very few followers,
PRT,CDS/PP,1308,Democratic and Social Center / People's Party,8.15E+14,cdspp,Portugal,1975,9999,16.8,1976,,TRUE,TRUE,TRUE,TRUE,_CDSPP,,,
PRT,ID,387,Democratic Intervention,5.11E+14,intervencaodemocratica1987,Portugal,1987,9999,0.8,1987,,TRUE,TRUE,TRUE,FALSE,,,Can't find anything that looks like an official party handle.,
PRT,CH,8182,Enough,1.99E+15,partidochegaoficial,Portugal,2019,9999,1.3,2019,,TRUE,TRUE,TRUE,TRUE,PartidoCHEGA,,,
PRT,PDR,4513,Republican Democratic Party,2.06E+14,pdr.portugal,Portugal,2014,9999,1.2,2015,,TRUE,TRUE,TRUE,TRUE,PDR_PT,,,
PRT,NC,7358,"We, the Citizens!",1.50E+15,noscidadaos,Portugal,2015,9999,1.1,2019,,TRUE,TRUE,TRUE,TRUE,NOSCIDADAOS,,,
PRT,POUS/PST,1106,Workers Party of Socialist Unity,NA,pous4,Portugal,1980,9999,1.4,1980,,TRUE,TRUE,TRUE,FALSE,,,Can't find anything that looks like an official party handle.,
ROU,FC,2473,Civic Force,NA,fortacivica,Romania,2004,2014,2.6,2014,X,TRUE,TRUE,TRUE,TRUE,FortaCivicaBN,,"Dissolved in 2014. FB page still looks active (last post October 2020) so I'm not sure it's necessarily *their* content, but it looks like the party's official page. For Twitter: This looks like their official account but it only has one tweet and very few followers",
ROU,PV,7033,Green Party,1.14E+14,partidul.verde,Romania,2005,9999,0.9,2012,,TRUE,TRUE,TRUE,TRUE,verzii,,,
ROU,PP-DD,2474,People's Party ‚Äì Dan Diaconescu,NA,ppdd.official,Romania,2011,9999,14,2012,,TRUE,TRUE,TRUE,FALSE,,,Can't find anything that looks like an official party handle.,
ROU,PROR,7359,PRO Romania,2.18E+15,proromaniaoficial,Romania,2018,9999,6.4,2019,,TRUE,TRUE,TRUE,TRUE,PRORomaniaNat,,,
ROU,PSD,120,Social Democratic Party,2.91E+14,partidulsocialdemocrat,Romania,1996,9999,58.6,2012,,TRUE,TRUE,TRUE,TRUE,psdbiroupresa,,,
ROU,PRU,5854,United Romania Party,7.98E+14,pruoficial,Romania,2016,9999,2.8,2016,,TRUE,TRUE,TRUE,FALSE,,,Can't find anything that looks like an official party handle.,
SVK,99%,629,99 Percent ‚Äì Civic Voice,2.95E+14,mysme99percent,Slovakia,2011,9999,1.6,2012,,TRUE,TRUE,TRUE,FALSE,,,Can't find anything that looks like an official party handle.,
SVK,ZZ-DS,1181,"Change from the Bottom, Democratic Union of Slovakia",2.1E+14,zmenazdola,Slovakia,2012,9999,1.3,2012,,TRUE,TRUE,TRUE,FALSE,,,Can't find anything that looks like an official party handle.,
SVK,OKS,665,Civic Conservative Party,56934005952,obcianska.konzervativna.strana,Slovakia,2004,9999,2.3,2010,,TRUE,TRUE,TRUE,FALSE,,,Can't find anything that looks like an official party handle.,
SVK,KSS,340,Communist Party of Slovakia,6.04E+14,komunistickastranaslovenska,Slovakia,1992,9999,6.3,2002,,TRUE,TRUE,TRUE,FALSE,,,Can't find anything that looks like an official party handle.,
SVK,Smer ‚Äì SD,311,Direction ‚Äì Social Democracy,7518396,smersd,Slovakia,1999,9999,44.4,2012,,TRUE,TRUE,TRUE,TRUE,smersd,,,
SVK,Za,8394,Forthe People,2.11E+15,zaludisk,Slovakia,2019,9999,5.8,2020,,TRUE,TRUE,TRUE,FALSE,,,"Couldn't find an official party twitter, only the party leader's twitter",
SVK,NaS-NS,2132,Nation and Justice-Our Party,1.49E+14,narod.a.spravodlivost,Slovakia,2011,2014,1.4,2014,,TRUE,TRUE,TRUE,TRUE,strana_NaS,,This handle is linked on their official webpage but the account hasn't been active since 2015 and has almost no followers.,
SVK,NOVA,6686,New Majority,1.92E+14,novavacsina,Slovakia,2012,9999,6.8,2014,,TRUE,TRUE,TRUE,?,,,"I found this twitter handle: @nova_vacsina, but it doesn't seem official and has very few followers.",
SVK,SDKU-DS,1617,Slovak Democratic and Christian Union ‚Äì Democratic Party,1.41E+14,demokratickastrana,Slovakia,2000,9999,18.4,2006,,TRUE,TRUE,TRUE,FALSE,,,Can't find anything on Twitter.,
SVN,SS,3204,Dream Job,NA,dasanjskasluzba,Slovenia,2014,9999,3.5,2014,,TRUE,TRUE,TRUE,TRUE,SanjskaSluzba,,,
SVN,DD,6133,Good Country,1.19E+15,dobradrzava,Slovenia,2018,2018,1.5,2018,,TRUE,TRUE,TRUE,TRUE,DobraDrzava,,,
SVN,LDS,975,Liberal Democracy of Slovenia,12185646529,strankalds,Slovenia,1990,9999,36.3,2000,,TRUE,TRUE,TRUE,TRUE,LDSstranka,,,
SVN,LIPA,881,Party Lime Tree,38787747531,strankalipa,Slovenia,2008,9999,1.8,2008,,TRUE,TRUE,TRUE,FALSE,,,FB page hasn't been active since 2012 and I can't find anything on Twitter.,
SVN,SMC,3098,Party of Miro Cerar / Modern Center Party,1.51E+15,strankasmc,Slovenia,2014,9999,34.5,2014,,TRUE,TRUE,TRUE,TRUE,StrankaSMC ,,,
ESP,PACMA,3219,Animalist Party Against Mistreatment to Animals,72181181684,partidoanimalista.pacma,Spain,2003,9999,1.2,2016,,TRUE,TRUE,TRUE,TRUE,PartidoPACMA,,,
ESP,PAR,946,Aragonese Regionalist Party,1.77E+14,partidoaragones,Spain,1978,9999,1.4,2011,,TRUE,TRUE,TRUE,TRUE,AragonPAR,,,
ESP,PNV,1637,Basque Nationalist Party,26830001203,eajpnv,Spain,1895,9999,1.9,1982,,TRUE,TRUE,TRUE,TRUE,eajpnvgipuzkoa,,,
ESP,EA,1324,Basque Solidarity,9.98E+14,ealkartasuna,Spain,1986,9999,0.7,1989,,TRUE,TRUE,TRUE,TRUE,ealkartasuna,,,
ESP,PDeCAT,6027,Catalan European Democratic Party,1.55E+11,pdemocratacat,Spain,2016,9999,2.2,2016,,TRUE,TRUE,TRUE,TRUE,Pdemocratacat ,,,
ESP,CC,5623,Commitment Coalition,1.94E+14,coaliciocompromis,Spain,2010,9999,2.7,2015,X,TRUE,TRUE,TRUE,TRUE,compromis,,"Is a coalition, but remains active and prominent.",
ESP,PCE,8186,Communist Party of Spain,2.94E+14,elpce,Spain,1921,9999,2.5,1936,,TRUE,TRUE,TRUE,TRUE,elpce,,,
ESP,PCPE,8185,Communist Party of the Peoples of Spain,2.22E+14,pcpe.web,Spain,1984,9999,4.6,1986,,TRUE,TRUE,TRUE,TRUE,webpcpe,,,
ESP,CiU,139,Convergence and Unity,1.34E+11,ciu.cat,Spain,1977,2015,5.1,1989,,TRUE,TRUE,TRUE,FALSE,,,"Party dissolved in 2015, FB page is still up but I can't find anything on Twitter.",
ESP,UDC,4796,Democratic Union of Catalonia,2.84E+14,unio.cat,Spain,1931,2017,1.7,2011,,TRUE,TRUE,TRUE,FALSE,,,"Party dissolved in 2017, FB page is still up but I can't find anything on Twitter. ",
ESP,BNG,1011,Galician Nationalist Block,1.28E+14,obloque,Spain,1982,9999,1.3,2000,,TRUE,TRUE,TRUE,TRUE,obloque ,,,
ESP,ECP,8031,In Common We Can,4.64E+14,encomupodem,Spain,2015,9999,3.7,2015,X,TRUE,TRUE,TRUE,TRUE,EnComu_Podem,,"This is a coalition between Unidas Podemos, Barcelona en Comú, Initiative for Catalonia Greens, United and Alternative Left and Equo. It's still active but I don't know if we should use it since it's a coalition...",
ESP,ICV,1260,Initiative for Catalonia Greens,1.48E+14,iniciativapercatalunyaverds,Spain,1987,9999,0.8,2011,X,TRUE,TRUE,TRUE,TRUE,iniciativa,,Was dissolved in 2019 but still has FB posts until July 2019.,
ESP,EM,5873,In Tide,1.73E+15,enmareagal,Spain,2015,9999,1.6,2015,,TRUE,TRUE,TRUE,TRUE,En_Marea,,,
ESP,UPN,722,Navarrese Peoples Union,1.07E+11,uniondelpueblonavarro,Spain,1979,9999,0.6,2004,,TRUE,TRUE,TRUE,TRUE,upn_navarra,,,
ESP,CUP,8357,Popular Unity Candidacy,1.56E+14,unitatpopular,Spain,1991,9999,1,2019,,TRUE,TRUE,TRUE,TRUE,cupnacional,,,
ESP,PSOE-A,6632,Spanish Socialist Workers' Party of Andalusia,1.92E+11,psoe.andalucia,Spain,1977,9999,9.9,1982,,TRUE,TRUE,TRUE,TRUE,psoedeandalucia,,I don't really know why this party is listed because this just seems to be a regional branch of PSOE (above),
ESP,EU,449,United Extremadura,1.94E+14,extremaduraunida,Spain,1980,9999,1.4,2011,,TRUE,TRUE,TRUE,TRUE,exunida,,,
ESP,Vox,3218,Voice,4.67E+14,voxespana,Spain,2013,9999,10,2019,,TRUE,TRUE,TRUE,TRUE,vox_es,,,
CHE,BDP,1415,Conservative Democratic Party of Switzerland,1.29E+14,bdpschweiz,Switzerland,2008,9999,5.4,2011,,TRUE,TRUE,TRUE,TRUE,BDPSchweiz,,,
CHE,FDP,1231,FDP.The Liberals,12065190,fdp.dieliberalen,Switzerland,2009,9999,16.4,2015,,TRUE,TRUE,TRUE,TRUE,FDP_Liberalen,,,
CHE,EDU,631,Federal Democratic Union of Switzerland,2.16E+11,eduschweiz,Switzerland,1979,9999,1.3,1995,,TRUE,TRUE,TRUE,TRUE,EDUSchweiz,,,
CHE,GPL,1759,Green Liberal Party,2749463,grunliberale,Switzerland,2007,9999,5.4,2011,,TRUE,TRUE,TRUE,TRUE,grunliberale,,,
CHE,PdA,669,Swiss Party of Labour,1.89E+15,partisuissedutravail,Switzerland,1944,9999,5.1,1947,,TRUE,TRUE,TRUE,TRUE,pst_pop,,,
GBR,CoPA,4885,Co-operative Party,7569385657,coopparty,UK,1917,9999,3.8,2015,,TRUE,TRUE,TRUE,TRUE,CoopParty,,,
GBR,ED,1675,English Democrats,2.07E+11,www.engdem.org,UK,2002,9999,1.8,2009,,TRUE,TRUE,TRUE,TRUE,EnglishDemocrat,,,
GBR,GP-NI,8240,Green Party in Northern Ireland,6.42E+14,greenparty,UK,1983,9999,1,2015,,TRUE,TRUE,TRUE,TRUE,GreenPartyNI,,,
GBR,IN,2050,Irish Nationalist [Northern Ireland],NA,anpairtinaisiunta,UK,1945,9999,12.8,1885,X,TRUE,TRUE,TRUE,TRUE,NationalPartyIE,,"I *think* this is the National Party of Ireland https://nationalparty.ie/. It doesn't seem like any ""Irish Nationalist"" party exists under that name, which makes sense since the share_year is 1885, so the party must've changed since then.... but I'm unsure about this one. Seems like an interesting right-wing party to include though. ",
GBR,SGP,6687,Scottish Green Party,17999726169,scottishgreens,UK,1990,9999,8.1,2014,,TRUE,TRUE,TRUE,TRUE,scotgp,,,
DEU,Z,1798,Centre Party,NA,zentrumspartei,Germany,1870,9999,13.6,1920,,FALSE,TRUE,TRUE,TRUE,zentrum1870,,,
ITA,SEL,7031,Left Ecology Freedom,NA,SinistraEcologiaELibertaEuropa,Italy,2009,2016,3.2,2013,,FALSE,TRUE,TRUE,TRUE,SI_sinistra,,,
GBR,SLP,1277,Socialist Labour Party,NA,socialistlabourpartyGB,UK,1996,9999,1.1,2009,x,FALSE,TRUE,TRUE,TRUE,slp_gb,"This is listed as the offical Twitter on their website but looks like a local page? There really arent any other socialist labour pages on Twitter, so I think this is offical but reads local from teh name",,
DNK,Enh,1527,Red-Green Alliance,676323,enhedslisten,Denmark,1989,9999,7.6,2015,,TRUE,TRUE,TRUE,TRUE,enhedslisten,,,
FIN,VAS,1044,Left Alliance,639505,vasemmisto,Finland,1990,9999,11.2,1995,,TRUE,TRUE,TRUE,TRUE,vasemmisto,,,
DEU,NPD,1723,National Democratic Party,339073,npd.de,Germany,1964,9999,4.3,1969,,TRUE,TRUE,TRUE,TRUE,npdde,Twitter says this account ahs been suspended,,
PRT,PCTP/MRPP,857,Communist Party of the Portuguese Workers / Reorganizative Movement of the Party of the Proletariat,12065192,vermelhaestrela,Portugal,1994,9999,1.2,2011,,TRUE,TRUE,TRUE,TRUE,pctpmrpp,,,
CHE,KK/CVP,1808,Catholic Conservative / Christian Democratic Peoples Party,466984,CVP.PDC.PPD.PCD,Switzerland,1912,9999,23.4,1963,,TRUE,TRUE,TRUE,TRUE,Mitte_Centre,,"Merged with BDP (below) in January 2021. Both FB and Twitter accounts no longer exist (links broken), but maybe the data is still out there somehow?",
AUT,KPO,996,Communist Party of Austria,NA,kpoe.at,Austria,1945,9999,5.4,1945,,FALSE,TRUE,TRUE,TRUE,KPOE_EL,,,
AUT,GILT,6138,My Vote Counts!,NA,GiltOesterreich,Austria,2017,2017,1,2017,,FALSE,TRUE,TRUE,TRUE,GILTofficial,,,
AUT,PILZ,6137,Peter Pilz List,NA,jetzt.de,Austria,2017,2017,4.4,2017,x,FALSE,TRUE,TRUE,TRUE,jetzt,"According to wiki, this party is now Jetzt",,
AUT,Fritz,439,The Citizens`Forum Austria,NA,listefritz,Austria,2008,9999,1.8,2008,,FALSE,TRUE,TRUE,TRUE,ListeFritz,,,
BEL,Ecolo,1563,Confederated ecologists for the organisation of original struggles,NA,ecolo,Belgium,1979,9999,7.3,1999,,FALSE,TRUE,TRUE,TRUE,Ecolo,,,
BEL,FDF,698,Front D√©mocratique des Francophones / D√©FI,NA,DemocrateFederalisteIndependant,Belgium,1964,9999,5,1974,,FALSE,TRUE,TRUE,TRUE,defi_eu,,,
BEL,CDH,2338,Humanist Democratic Centre,NA,lecdh,Belgium,2002,9999,5.9,1999,,FALSE,TRUE,TRUE,TRUE,lecdh,,,
BEL,FN,191,National Front,NA,DemocratieNationale,Belgium,1985,2012,2.3,1995,x,FALSE,TRUE,TRUE,TRUE,DNatbe,"Accroding to the Wiki for the National Front, they are now National Democracy, so I put that FB handle here",,
