"","country","year","gdp_growth","pop_growth","pop","net_migr","unemp_nat","unemp_ilo","refugee","tax_gdp","income_l20","trade_gdp","gdp","internet_adoption","socialmedia","refugee_change","everyday_social_networks_imputed"
"293","SVK",2013,0.524660149,0.107458009,5413393,1279,14.227,14.22,691,16.69272489,8.3,181.3506831,15205.39558,77.8826,32.6,41,32.6
"294","SVK",2014,2.59757523,0.097045422,5418649,1058,11.537,13.18,791,17.43578416,8.4,178.0334967,15600.36717,79.98,28,100,28
"295","SVK",2015,5.06728463,0.095033879,5423801,2637,11.492,11.48,816,18.10789795,8.5,180.188032,16390.88217,77.63468203,32.1,25,32.1
"296","SVK",2016,1.812607028,0.12892233,5430798,3682,9.679,9.67,980,18.09177304,8.7,184.0334455,16687.98446,80.47585728,38.5,164,38.5
"297","SVK",2017,2.778454293,0.155178996,5439232,3542,8.142,8.13,912,18.56587084,9.4,188.0591134,17151.65248,81.62566752,40.1,-68,40.1
"298","SVK",2018,3.886398879,0.13850816,5446771,3752,6.544,6.54,938,18.5467404,8.8,189.8040297,17818.23411,80.44892248,41.99,26,41.99
"299","SVK",2019,2.372623516,0.135328073,5454147,3378,5.761,5.75,965,18.78383561,9.5,183.4934471,18240.99372,82.8536605,41.7,27,41.7
"300","SVK",2020,-3.418371978,0.085769476,5458827,1746,6.719,6.69,1006,18.63766867,NA,168.4892366,17617.4487,89.92090413,NA,41,41.7136177118625
"301","SVN",2009,-8.380319592,0.903875535,2039669,7660,5.889,5.86,281,17.99715112,9.8,113.1218717,20428.16986,64,NA,NA,15.1107670461859
"302","SVN",2010,0.90277138,0.436079485,2048583,7640,7.263,7.24,315,18.05730237,9.7,127.4914806,20612.58953,70,20.7,34,20.7
"303","SVN",2011,0.652023243,0.207732702,2052843,390,8.201,8.17,134,17.83916427,9.7,139.2779063,20746.98841,67.33999481,25.5,-181,25.5
"304","SVN",2012,-2.84370502,0.210024306,2057159,219,8.883,8.84,169,17.86731691,9.4,142.3844308,20157.00525,68.34997453,27.3,35,27.3
"305","SVN",2013,-1.163520875,0.135726229,2059953,210,10.14,10.1,202,17.89986941,9.2,143.756354,19922.47429,72.6756,30.7,33,30.7
"306","SVN",2014,2.667134059,0.098351922,2061980,-225,9.719,9.67,251,18.16881795,9.4,145.5497502,20453.83339,71.59,30.4,49,30.4
"307","SVN",2015,2.133258028,0.075190689,2063531,7934,8.997,8.96,284,18.49388308,9.6,146.2958567,20890.16643,73.09865997,31.9,33,31.9
"308","SVN",2016,3.116346601,0.073197207,2065042,7684,8.018,8,454,18.60665782,9.7,146.6577745,21541.17642,75.49850426,38.1,170,38.1
"309","SVN",2017,4.747106183,0.065159039,2066388,7460,6.574,6.56,611,18.33812242,10,157.2744387,22563.75894,78.88542636,39.4,157,39.4
"310","SVN",2018,4.076316305,0.362584395,2073894,7559,5.126,5.11,746,18.52078685,10.1,161.1424034,23483.52912,79.7499766,44.19,135,44.19
"311","SVN",2019,2.804350414,0.696304046,2088385,7427,4.453,4.45,741,18.31594165,10.1,158.6384669,24142.08957,83.1083578,44.2,-5,44.2
"312","SVN",2020,-4.880091909,0.669754656,2102419,7681,4.991,4.97,823,16.87632939,10.3,146.5862926,22963.93341,86.60130109,NA,82,43.2876843018552
"313","ESP",2009,-4.611747923,0.885735981,46362946,130589,17.857,17.86,3960,NA,6.3,46.99487433,25778.95647,62.4,NA,NA,14.4706518827288
"314","ESP",2010,-0.297178904,0.460408305,46576897,62782,19.86,19.86,3814,NA,6.3,52.92824056,25702.34684,65.8,20.2,-146,20.2
"315","ESP",2011,-1.166203907,0.355338396,46742697,57170,21.391,21.39,4220,NA,6,58.79317104,25402.60507,67.08999939,20.6,406,20.6
"316","ESP",2012,-3.021906537,0.064925963,46773055,-144619,24.788,24.79,4502,11.76292595,6.1,60.84507479,24634.96209,69.80999994,35.5,282,35.5
"317","ESP",2013,-1.079741265,-0.32766904,46620045,-254292,26.094,26.09,4641,13.61174985,5.7,61.97631572,24368.96824,71.635,34.1,139,34.1
"318","ESP",2014,1.699352659,-0.298951059,46480882,-94869,24.442,24.44,5797,14.13527689,5.7,63.83826195,24783.08295,76.19,37.6,1156,37.6
"319","ESP",2015,3.919117265,-0.077588862,46444832,-871,22.058,22.06,6447,14.19962304,5.8,64.18320514,25754.36103,78.68963187,37.8,650,37.8
"320","ESP",2016,2.950815909,0.08443015,46484062,89021,19.635,19.64,12983,13.78878699,5.7,63.73988263,26514.32481,80.56133294,38.2,6536,38.2
"321","ESP",2017,2.734475155,0.234587923,46593236,167475,17.224,17.22,17541,13.71493309,6.2,66.65706087,27239.35244,84.6022457,47,4558,47
"322","ESP",2018,1.837460464,0.437982994,46797754,339064,15.255,15.25,20437,14.22575235,6.2,67.57494025,27739.86477,86.10723553,44.1,2896,44.1
"323","ESP",2019,1.254631755,0.717715637,47134837,458942,14.104,14.1,57751,13.74863209,6.2,66.87389052,28087.89792,90.71866533,44,37314,44
"324","ESP",2020,-11.6001893,0.488502132,47365655,208791,15.532,15.53,103624,13.56931573,6,60.11948061,24829.64859,93.20564892,NA,45873,42.4100472254713
"325","SWE",2009,-5.151262729,0.851904413,9298515,55405,8.351,8.35,81346,27.23353846,8.6,81.50885604,46043.48094,91,NA,NA,27.3679761027418
"326","SWE",2010,5.052678573,0.852524629,9378126,60639,8.61,8.61,82620,27.39951886,8.6,84.24837719,48369.91004,90,35,1274,35
"327","SWE",2011,2.418988511,0.755150134,9449213,65397,7.804,7.8,86603,26.6327334,8.5,85.7910274,49539.97261,92.76998606,35.2,3983,35.2
"328","SWE",2012,-1.321002324,0.739763272,9519374,69451,7.976,7.98,92869,26.30391073,8.5,85.28225106,48885.54842,93.17998801,42.8,6266,42.8
"329","SWE",2013,0.333984863,0.847348652,9600379,72873,8.052,8.05,114172,26.46754063,8.1,80.81566528,49048.81875,94.7836,48.3,21303,48.3
"330","SWE",2014,1.644244006,0.992219729,9696110,75670,7.954,7.95,142197,26.51489081,8.4,82.93353169,49855.30101,92.52,52.9,28025,52.9
"331","SWE",2015,3.390176296,1.057454686,9799186,77987,7.432,7.43,169516,27.13684171,8.2,83.72381451,51545.48361,90.61019664,56,27319,56
"332","SWE",2016,0.7961463,1.256453985,9923085,79667,6.99,6.99,230158,28.1205047,8.1,82.32064509,51955.86107,89.65094761,56.8,60642,56.8
"333","SWE",2017,1.195147571,1.34744506,10057698,80765,6.718,6.72,240954,28.12738509,8.3,84.93474943,52576.81028,93.00626697,60,10796,60
"334","SWE",2018,0.772577449,1.16164516,10175214,81492,6.365,6.36,248210,27.9091466,7.7,89.1311984,52983.00686,89.24696316,59.87,7256,59.87
"335","SWE",2019,0.957561656,1.013722263,10278887,81585,6.833,6.83,253787,27.41270183,8.1,91.43382897,53490.35182,94.49344341,60,5577,60
"336","SWE",2020,-2.87468419,0.722703913,10353442,81066,8.291,8.29,248372,26.73438208,8.2,83.21100287,51952.67313,94.53943122,NA,-5415,57.6613228677224
"337","CHE",2009,-3.51055886,1.249484631,7743831,69106,4.109,4.11,46204,9.348527987,7.8,109.7759846,79585.52159,81.3,NA,NA,14.4041797300425
"338","CHE",2010,2.173638164,1.041558058,7824909,75604,4.808,4.81,48813,9.364008039,7.8,120.0651233,81315.42286,83.9,NA,2609,18.1523815151084
"339","CHE",2011,0.68733987,1.111878943,7912398,66975,4.409,4.41,50401,9.321952188,7.9,125.5562732,81874.33619,85.19302818,NA,1588,20.6040248837307
"340","CHE",2012,0.110596604,1.061819329,7996861,67464,4.491,4.49,50733,9.169074742,8.1,126.4538605,81964.88642,85.2,NA,332,23.1307242532378
"341","CHE",2013,0.628360675,1.149879758,8089346,83892,4.747,4.75,52448,9.256214099,7.9,133.6937084,82479.92154,86.34,NA,1715,27.5696389236167
"342","CHE",2014,1.108693594,1.220103973,8188649,77880,4.826,4.83,62596,9.087339532,7.8,120.2134234,83394.37114,87.4,NA,10148,30.6941700079913
"343","CHE",2015,0.494129822,1.138337152,8282396,71488,4.801,4.8,73326,9.556179017,7.8,117.1384822,83806.4476,87.4790556,NA,10730,33.6260372932609
"344","CHE",2016,0.960131673,1.092031174,8373338,70637,4.918,4.92,82668,9.404603141,7.6,123.5659245,84611.09985,89.13468774,NA,9342,37.2690579657645
"345","CHE",2017,0.421326163,0.933155889,8451840,45208,4.797,4.8,93030,10.06163529,7.7,123.6218076,84967.58855,89.68614767,NA,10362,38.7869500220981
"346","CHE",2018,2.10552472,0.736633975,8514329,40899,4.713,4.71,104011,9.691023945,7.5,124.4285043,86756.60213,91.8,NA,10981,41.9302997463876
"347","CHE",2019,0.423089768,0.713313668,8575280,43546,4.394,4.39,110162,9.907169187,NA,124.1276122,87123.66044,93.14608695,NA,6151,42.503126025375
"348","CHE",2020,-2.854158322,0.730676195,8638167,53786,4.817,4.82,115798,9.34487115,NA,121.785978,84637.01323,94.34995199,NA,5636,42.1205025492458
"349","NIR",2009,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA,34544.3874861572,NA,NA,NA,16.1869501487432
"350","NIR",2010,-2.25697254450893,NA,1804833,NA,NA,7.1,NA,NA,NA,NA,33624.0152382631,NA,24.7,NA,24.7
"351","NIR",2011,-1.47584615052882,NA,1814318,NA,NA,7.2,NA,NA,NA,NA,34604.7981308537,NA,25.2,NA,25.2
"352","NIR",2012,0.453489120755899,NA,1823634,NA,NA,7.4,NA,NA,NA,NA,34539.5848901857,NA,33.7,NA,33.7
"353","NIR",2013,0.153985926131448,NA,1829725,NA,NA,7.5,NA,NA,NA,NA,34418.9295558209,NA,37.1,NA,37.1
"354","NIR",2014,1.04992044943429,NA,1840498,NA,NA,6.4,NA,NA,NA,NA,36567.8641830831,NA,45,NA,45
"355","NIR",2015,2.79542210073805,NA,1851621,NA,NA,6.1,NA,NA,NA,NA,34998.0202207908,NA,50.8,NA,50.8
"356","NIR",2016,3.45327766179541,NA,1862137,NA,NA,5.7,NA,NA,NA,NA,32029.2508364777,NA,44.8,NA,44.8
"357","NIR",2017,0.697139522756196,NA,1870834,NA,NA,4.6,NA,NA,NA,NA,30829.5116289278,NA,NA,NA,46.9821832821052
"358","NIR",2018,-0.107194965806791,NA,1881641,NA,NA,3.6,NA,NA,NA,NA,31862.3550348569,NA,NA,NA,50.2973302553959
"359","NIR",2019,2.57494913795444,NA,1893667,NA,NA,2.7,NA,NA,NA,NA,31238.5538760429,NA,NA,NA,50.3354404583048
"360","NIR",2020,-5.20152507639473,NA,1895510,NA,NA,3.1,NA,NA,NA,NA,29791.0757341047,NA,NA,NA,50.3354364556421
